Африк	Afrika
Молдавын хөлбөмбөгийн үндэсний шигшээ баг	Moldovas herrelandslag i fotball
Альберто Аквилани	Alberto Aquilani
Буслаг сүлиг	Spurveugle
Эмиль Хески	Emile Heskey
Донец	Donets
Шансигийн газар хөдлөлт	Jordskjelvet i Shaanxi 1556
Лакшми Миттал	Lakshmi Mittal
Лам	Lama (buddhismen)
Entertainment Software Rating Board	Entertainment Software Rating Board
Меньшевик	Mensjevikene
Одой галуу	Dverggås
Ева Грин	Eva Green
Телеорман аймаг	Teleorman (fylke)
Илфов аймаг	Ilfov (fylke)
Мехединци аймаг	Mehedinți
Ундар шумбуур	Hvitøyeand
Япон макака	Japanmakak
Баян-Өлгий	Bajan-Ölgij
Мариса Томей	Marisa Tomei
Аммонийн сульфат	Ammoniumsulfat
Монте Кристо гүн	Greven av Monte Cristo
Халид Буларуз	Khalid Boulahrouz
Гарет Бэрри	Gareth Barry
Ахейчууд	Akajere
Декстрин	Dekstrin
Юүн Бу-Сон	Yun Bo-seon
Ухаа шунгуур	Horndykker
Эстебан Камбьяссо	Esteban Cambiasso
Чагос олтриг	Chagosøyene
Хөвсгөл нуур	Khövsgölsjøen
Хойд Газар	Severnaja Zemlja
Николай Чернышевский	Nikolaj Tsjernysjevskij
Тайпаны бослого	Taipingopprøret
Каллимакус	Kallimakhos
Гүйлтийн тэшүүр	Hurtigløp på skøyter
Мирко Вучинич	Mirko Vučinić
Шибам	Shibam
Голланд өвчин	Hollandsk syke
Уоркстейшн	Arbeidsstasjon
Эгейн соёл иргэншил	Egeisk kultur
Каро-Канны хамгаалалт	Caro-Kann
2012 оны өсвөрийн өвлийн олимп	Vinter-OL for ungdom 2012
Турфан хот	Turfan (Turfan)
Жуан Перейра	João Pedro da Silva Pereira
Или	Ili (elv)
Их ус хагалбарын нуруу	Great Dividing Range
Хайберниан	Hibernian FC
Балкар ястан	Balkarer
Лесковац	Leskovac
Сонгуулийн тойрог	Valgkrets
Артуро Видаль	Arturo Vidal
Ад-хок	Ad hoc
Ле Шателье-Брауны зарчим	Le Chateliers prinsipp
Чарльз Баркли	Charles Barkley
Инерциал тооллын систем	Treghetssystem
2006-07 оны УЕФА Аваргуудын Лиг	Mesterligaen 2006/2007
Тарантогийн булан	Tarantobukta
Энэтхэг-Хятадын бар	Indokinatiger
Уураг (сүү)	Råmelk
Шон Райт-Филлипс	Shaun Wright-Phillips
Жюст Фонтэйн	Just Fontaine
Анахайм Дакс	Anaheim Ducks
Энэтхэг наж могой	Brilleslange
T-90	T-90
Алгебрын үндсэн теорем	Algebraens fundamentalteorem
ТУ-16	Tupolev Tu-16
Сахалт шагшуургабялзуухай	Skjeggmeis
Пэйнтбол	Paintball
Мартин Шкртел	Martin Škrtel
Сократис Папастатопулос	Sokratis Papastathopoulos
Граникусын тулалдаан	Slaget om Granikos
Увс	Uvs
Говь-Алтай	Gov-Altaj
Стив Нэш	Steve Nash
Хар мөрний ирвэс	Amurleopard
Дэмьен Дафф	Damien Duff
Хакан Шюкюр	Hakan Şükür
Титануудын тулаан (2010 оны кино)	Clash of the Titans
Жамийн минарет	Minareten i Jam
Жон Карью	John Carew
Гай Ричи	Guy Ritchie
Бруно Алвеш	Bruno Alves
Тим Данкан	Tim Duncan
Яломица аймаг	Ialomiţa (fylke)
По Газоль	Pau Gasol
Журжу аймаг	Giurgiu (fylke)
2022 оны өвлийн олимп	Vinter-OL 2022
Кувейт динар	Kuwaitisk dinar
Тони Паркер	Tony Parker
Их Морави	Stormähren
Ажиглалт	Observasjon
Ян Железны	Jan Železný
Харсун бэгбаатар	Haukugle
Голдман Сакс	Goldman Sachs
Дэнни Эльфман	Danny Elfman
2012 оны олимпийн бөх	Bryting under Sommer-OL 2012
Тектоник	Tektonikk
Роберто Ди Маттео	Roberto Di Matteo
Сакай	Sakai
Дыре-Дауа	Dire Dawa
Стивен Пинар	Steven Pienaar
Венсан Кассель	Vincent Cassel
Эмили Блант	Emily Blunt
Крамер Крамерийн эсрэг	Kramer mot Kramer
Скотти Пиппен	Scottie Pippen
Гүдгэр олонлог	Konveks mengde
Хойдбайгал	Severobajkalsk
Хэнгэрэг	Tamburin
Бенисио дель Торо	Benicio del Toro
Давид Луис	David Luiz
Ярослав Плашил	Jaroslav Plašil
Монгол улсын төрийн сүлд	Mongolias riksvåpen
Салли Мунтари	Sulley Muntari
Харандаа үзүүрлэгч	Blyantspisser
Райан Гослинг	Ryan Gosling
Галилео байршил тогтоох систем	Galileo (satellittnavigasjon)
Тоодон түнжгэр	Myrrikse
Эрээнхавирга хахилаг	Berghøne
Ховд	Khovd (provins)
Мартин Касерес	Martín Cáceres
Data link layer	Datalink-laget
Алекс Окслэйд-Чемберлен	Alex Oxlade-Chamberlain
Stargate Universe	Stargate Universe
Дуучин шувуу	Sangfugler
Спартакийн бослого	Spartacusopprøret
Харгол	Karakol
Бангладеш така	Bangladeshisk taka
Үхлийн ирмэг дээрх хүн	Man on a Ledge
Омар Элабделлауи	Omar Elabdellaoui
Клеман Гренье	Clément Grenier
Стефан де Врей	Stefan de Vrij
Дэрил Янмат	Daryl Janmaat
Расселл Уэстбрүүк	Russell Westbrook
Контекст	Kontekst
Ян Хаг-сонь	Yang Hak-seon
Жан Жикэ	Zhang Jike
Жан Жюаньжюань	Zhang Juanjuan
Чан Вэньшю	Zhang Wenxiu
Жан Шяопин	Zhang Xiaoping
Жанъе	Zhangye
Жөжянгийн их сургууль	Zhejianguniversitetet
Шулуун хөх хошуу	Zhenglan
Жоншань улс	Zhongshan (stat)
Зоу Шимин	Zhou Shiming
Жоу Шюнь	Zhou Xun
Бруно Мартинс Инди	Bruno Martins Indi
Жү Жяньхуа	Zhu Jianhua
Жуан	Zhuang
Шагаан-Арыг	Sjagonar
Зигби	ZigBee
Афганы афгани	Afghansk afghani
Гюмри	Gjumri
Жюль Римэ	Jules Rimet
Синди Кроуфорд	Cindy Crawford
Арарат аймаг	Ararat (provins)
Анна Пэкуин	Anna Paquin
Күмамото	Kumamoto (Kumamoto)
Карл Мэлоун	Karl Malone
Гехаркуник аймаг	Gegharkunik
Вишакхапатнам	Visakhapatnam
Ахмад Шах Массуд	Ahmed Shah Massoud
Мориока	Morioka
Вайоцзор аймаг	Vajots Dzor
Линда Бак	Linda B. Buck
Эзэн Хаан Жиммү	Jimmu
Марокко дирхам	Marokkansk dirham
Ашур	Assur (by)
Украйны хот суурин	Liste over byer i Ukraina
Мандир уранхажин	Mandarinand
Лори аймаг	Lori (provins)
Шерлок Холмс (кино)	Sherlock Holmes (2009)
Абрахам де Муавр	Abraham de Moivre
Том чихт үнэг	Ørehund
I Антигон	Antigonos I Monofthalmos
Жон Хёрт	John Hurt
Улаан чоно	Rødulv
Цахиур бохио	Lappfiskand
Тайсон Гэй	Tyson Gay
Угалзан ууль	Lappugle
Деннис Куэйд	Dennis Quaid
Роберт Грин	Robert Green
Тассос Пападопулос	Tassos Papadopoulos
Тим Ховард	Tim Howard
Өмнөд Хятадын бар	Sørkinatiger
Новосибирскийн арлууд	Nysibirøyene
Ширак аймаг	Sjirak
Буурал тоншуул	Gråspett
Зренянин	Zrenjanin
Тавуш аймаг	Tavusj
Армавир аймаг	Armavir (provins)
Вүүди Харрельсон	Woody Harrelson
Тольт монхдой	Sjøorre
Аугаа Тигранес	Tigranes I av Armenia
Грегори ван дер Вил	Gregory van der Wiel
Венсан Компани	Vincent Kompany
Крис Бош	Chris Bosh
Кохтла-Ярве	Kohtla-Järve
Белуж	Balutsjer
Агдам аймаг	Ağdam (distrikt)
Милк (кино)	Milk
Василис Торосидис	Vasilis Torosidis
Марек Хамшик	Marek Hamšík
Гялааномруут харзлай	Fossekall
Мэттью Апсон	Matthew Upson
Ханка нуур	Khankasjøen
Дэвид Ли (физикч)	David M. Lee
Клинт Демпси	Clint Dempsey
Александр Кержаков	Aleksandr Kerzjakov
Фигарогийн хурим	Figaros bryllup
Димитрис Салпингидиc	Dimitris Salpingidis
Теофанис Гекас	Fanis Gekas
Элжеро Элиа	Eljero Elia
Архит	Archytas
Суринам доллар	Surinamsk dollar
БНСУ-ын вонь	Sørkoreansk won
Кэйсүкэ Хонда	Keisuke Honda
Барри Маршалл	Barry Marshall
Трэси Макгрэди	Tracy McGrady
Диализ эмчилгээ	Dialyse
Стюарт Даунинг	Stewart Downing
Жои Бартон	Joey Barton
Иоргос Самарас	Giorgos Samaras
Нови-Пазар	Novi Pazar
Намиби доллар	Namibisk dollar
Ареопаг	Areopagos (Athen)
Алсыг харагч	Pariserhjul
Кэйт Уинслет	Kate Winslet
Шерешевский - Тернерийн хам шинж	Turners syndrom
Игорь Акинфеев	Igor Akinfejev
Цагаригт далайн хав	Ringsel
Концептуаль урлаг	Konseptkunst
Цөх	Tsjikoj
Саян	Sajanfjellene
Нэгж тойрог	Enhetssirkelen
Цэнхэр оцон шувуу	Dvergpingvin
Симоне Пепе	Simone Pepe
Фернандо Муслера	Fernando Muslera
Тим Рот	Tim Roth
Адам Малыш	Adam Małysz
Цао Цао	Cao Cao
Бухарестын Динамо	Dinamo București
Су-30	Sukhoj Su-30
Родион Малиновский	Rodion Malinovskij
Хар баасан гараг	Fredag den 13.
Рамирес	Ramires
Матьё Фламини	Mathieu Flamini
ТУ-22М/ТУ-26	Tupolev Tu-22M
Николас Бурдиссо	Nicolás Burdisso
Деррик Рөүз	Derrick Rose
Нийгмийн ажил	Sosialt arbeid
Панчево	Pančevo
Брэдли Купер	Bradley Cooper
Седиментологи	Sedimentologi
Андреас Исакссон	Andreas Isaksson
Павел Погребняк	Pavel Pogrebnjak
Битүү амьсгаа	Sirkelpust
Каррахын тулалдаан	Slaget ved Carrhae
Хуурай газар	Fastland
Цэвдгийн ахууна	Fjellrype
Клуж (хөлбөмбөгийн баг)	CFR Cluj
Украйны Премьер лиг	Premyer-Liha
Ведран Чорлука	Vedran Ćorluka
Кралево	Kraljevo
Бруней доллар	Bruneisk dollar
Дийлдэшгүй (2010 оны кино)	The Expendables
Шартүрүүт цэгцгий	Sitronerle
Монгол улс Олимпод	Mongolia under OL
Роман Широков	Roman Sjirokov
Чирэлт (физик)	Luftmotstand
Алаг хөмрөг	Hortulan
Фил Жонс	Phil Jones (fotballspiller)
Мартин Петров	Martin Petrov
Улаан цэгцүүхэй	Bergirisk
Өмнөд Альпийн нуруу	Søralpene
Шар нүдэт оцон шувуу	Guløyepingvin
Брэндан Глисон	Brendan Gleeson
Галапагос оцон шувуу	Galapagospingvin
Уэйн Бриж	Wayne Bridge
Дөрөвдүгээр Интернационал	Den fjerde internasjonale
Нелсон, Шинэ Зеланд	Nelson (New Zealand)
Онон гол	Onon
Дөлөн цэгцүүхэй	Gråsisik
Икс-Чат	XChat
Матью Кереку	Mathieu Kérékou
Вячеслав Малафеев	Vjatsjeslav Malafejev
Мэдрэл судлал	Nevrovitenskap
Буриад ястан	Burjater
Тирич Мир	Tirich Mir
Пресс-релиз	Pressemelding
Беллона	Bellona (gudinne)
Магелланы оцон шувуу	Magellanpingvin
Аврага анаконда	Anakonda
Дидье Зокора	Didier Zokora
Лэдли Кинг	Ledley King
Луи ван Гаал	Louis van Gaal
Хүн-компьютерийн харилцан үйлдэл	Menneske–maskin-interaksjon
Лэнд лиз - АНУ-ын тусламжийн хөтөлбөр	Lend-lease
Вайгач арал	Vajgatsj
Олеины хүчил	Oljesyre
Ан-2	Antonov An-2
Руслан Пономарёв	Ruslan Ponomarjov
Өвс	Plen
Ховард Шор	Howard Shore
Уссури	Ussuri
Дорнод	Dornod
Артур Боруц	Artur Boruc
Архангай	Arkhangaj
Австралын хотууд	Liste over byer i Australia
Мэри Элизабет Уинстэд	Mary Elizabeth Winstead
Монгол төрхтөн	Den mongoloide rase
Транквилло Барнетта	Tranquillo Barnetta
Их тооны хууль	Store talls lov
A Rush of Blood to the Head	A Rush of Blood to the Head
Code Geass	Code Geass
Америк фламинго	Rødflamingo
Жервиньо	Gervinho
Том Харди	Tom Hardy
Чачак	Čačak
Леонардо Бонуччи	Leonardo Bonucci
Network layer	Nettverkslaget
Хави Алонсо	Xabi Alonso
Чаддаг юм бол намайг бариарай	Catch Me If You Can
Монголчуудын Япон руу хийсэн довтолгоо	Mongolinvasjonene av Japan
Василь Иванчук	Vasyl Ivantsjuk
Японы эзэн хаан	Keiser av Japan
Ногоон бүс (кино)	Den grønne mil
Тагийн хайруулдай	Alpejernspurv
Эм бэлэг эрхтэний зэрэмдэглэлт	Kvinnelig omskjæring
Мегиддо	Megiddo
Хөлбөмбөгийн ДАШТ-2010 Хасагдах шатны тоглолт	VM i fotball 2010 – Sluttspill
Атомик Киттн	Atomic Kitten
Ференцварош (хөлбөмбөгийн баг)	Ferencváros TC
Бастиа (хөлбөмбөгийн баг)	SC Bastia
Хөлбөмбөгийн ДАШТ-2010 Аваргын төлөөх тоглолт	VM i fotball 2010 – Finale
1984 (роман)	1984 (roman)
Кайфэн	Kaifeng
Огторгуйн өнцөг	Romvinkel
Штефан Лихтштайнер	Stephan Lichtsteiner
Нойрмог хөндий (кино)	Sleepy Hollow (film)
Жози Алтидор	Jozy Altidore
Хэрмэл салхич шувуу	Vandrealbatross
Нилмар	Nilmar Honorato da Silva
Карлос Сальсидо	Carlos Salcido
Хавьер Сотомайор	Javier Sotomayor
Эйден Макгиди	Aiden McGeady
Ажилчны хөдөлгөөн	Arbeiderbevegelsen
Лапланд буулгатхөмрөг	Lappspurv
Стипе Плетикоса	Stipe Pletikosa
Усны шийхнүүхэй	Vannpiplerke
Эгэл шатансүүлт	Gresshoppesanger
Гвианы тэгш өндөрлөг	Amasonasskjoldet
Фил Ягелка	Phil Jagielka
Николай Рерих	Nicholas K. Roerich
Карелийн хүзүүвч	Det karelske nes
2012 оны Зуны Олимпийн наадмын Байт харвааны төрөл	Bueskyting under Sommer-OL 2012
Дарья Домрачева	Darja Domratsjeva
Шашны философи	Religionsfilosofi
