આફ્રિકા	Afrika
ઢાંચો:Documentation/start box2	Mal:Dokumentasjon/start boks 2
ઢાંચો:Legend	Mal:Legend
ઢાંચો:Cite web	Mal:Kilde www
ઢાંચો:Infobox bridge	Mal:Infoboks bro
ઢાંચો:Ombox	Mal:Pmboks
ઢાંચો:વિજયી	Mal:Vant
ઢાંચો:GeoTemplate	Mal:GeoTemplate
ઢાંચો:Navbar-collapsible	Mal:Navbar-collapsible
ઢાંચો:Coor URL	Mal:Koor URL
ઢાંચો:Pp-template	Mal:Beskyttet side
ઢાંચો:Wiktionary	Mal:Wiktionary
ઢાંચો:Chem	Mal:Kjemi
ઢાંચો:Language icon	Mal:Språkikon
શ્રેણી:User hi	Kategori:Bruker hi
શ્રેણી:હિન્દી ચલચિત્ર	Kategori:Indiske filmer
ઢાંચો:પુરાતન દુનિયાની સાત અજાયબીઓ	Mal:Verdens syv underverker
ઢાંચો:Other uses	Mal:Andrebetydninger
ઢાંચો:Language with name	Mal:Language with name
ઢાંચો:માહિતીચોકઠું નૃવંશ સમુદાય	Mal:Infoboks folk
ઢાંચો:MONTHNAME	Mal:MONTHNAME
ઢાંચો:Category redirect	Mal:Kategoriomdirigering
વિકિપીડિયા:Text of the GNU Free Documentation License	Wikipedia:GNU FDL
ઢાંચો:Border	Mal:Border
ઢાંચો:Top icon	Mal:Toppikon
ઢાંચો:Fmbox	Mal:Fmbox
વિકિપીડિયા:મારે સભ્ય શા માટે થવું જોઇએ?	Wikipedia:Hvorfor registrere seg?
ઢાંચો:Infobox dog breed	Mal:Infoboks hunderase
ઢાંચો:માહિતીચોકઠું પુસ્તક	Mal:Infoboks bok
ઢાંચો:Tlc	Mal:Tlc
ઢાંચો:Talkback	Mal:Svar
ઢાંચો:Infobox planet	Mal:Infoboks planet
શ્રેણી:જાન્યુઆરી	Kategori:Dager i januar
ઢાંચો:આવર્ત કોષ્ટક	Mal:Periodesystemet
ઢાંચો:Lang-fa	Mal:Lang-fa
ઢાંચો:User nl	Mal:Bruker nl
ઢાંચો:માહિતીચોકઠું વેબસાઇટ	Mal:Infoboks nettsted
ઢાંચો:Infobox Indian Jurisdiction	Mal:Infoboks India sted
ઢાંચો:Uncategorized	Mal:Ukategorisert
ઈગ્નસ તિર્કિ	Ignace Tirkey
ઢાંચો:Talk header	Mal:Diskusjonsside
ઢાંચો:Quote box	Mal:Sitatboks
ઢાંચો:માહિતીચોકઠું વિશ્વ ધરોહર સ્થળ	Mal:Infoboks verdensarven
ઢાંચો:Geobox coor	Mal:Geobox coor
ઢાંચો:Str len	Mal:Str len
ઢાંચો:Purge	Mal:Oppdater
ઢાંચો:Empty category	Mal:Tom kategori
ઢાંચો:Pre2	Mal:Pre2
ઢાંચો:Infobox building	Mal:Infoboks bygning
ઢાંચો:NASDAQ	Mal:Nasdaq
ઢાંચો:Clarify	Mal:Klargjør
ઢાંચો:Loremipsum	Mal:Lorem ipsum
શ્રેણી:ગુજરાતના જિલ્લાઓ	Kategori:Distrikter i Gujarat
શ્રેણી:વિયેતનામમાં એરપોર્ટ	Kategori:Flyplasser i Vietnam
ઢાંચો:Emergency-bot-shutoff	Mal:Emergency-bot-shutoff
ઢાંચો:Image label small	Mal:Image label small
ઢાંચો:Nihongo	Mal:Nihongo
ઢાંચો:Infobox military unit	Mal:Infoboks militær enhet
ઢાંચો:Helpbox	Mal:Helpbox
ઢાંચો:Cmbox	Mal:Kmboks
ઢાંચો:Infobox tennis player	Mal:Infoboks tennisspiller
ઢાંચો:S-bef	Mal:S-bef
ઢાંચો:Cite conference	Mal:Kilde konferanse
ઢાંચો:Infobox political post	Mal:Infoboks politisk embede
શ્રેણી:ભારતના રાષ્ટ્રપતિ	Kategori:Indias presidenter
ઢાંચો:S-par	Mal:S-par
ઢાંચો:અઠવાડિયાના વારનાં નામો	Mal:Ukedager
ઢાંચો:Nobold	Mal:Nobold
ઉપનિષદ	Upanishadene
ઢાંચો:Infobox game	Mal:Infoboks spill
ઢાંચો:Lang-ru	Mal:Lang-ru
ઢાંચો:@	Mal:@
શ્રેણી:Images	Kategori:Bilder på Wikipedia
ઢાંચો:Polytonic	Mal:Polytonic
ઢાંચો:URL	Mal:URL
ઢાંચો:સંદિગ્ધ શીર્ષક	Mal:Peker
ઢાંચો:Plainlist	Mal:Plainlist
ઢાંચો:Doi	Mal:Doi
ઢાંચો:Fb	Mal:Fotballflagg
ઢાંચો:જીવનકાળ	Mal:FD
ઢાંચો:Infobox film	Mal:Infoboks film
ઢાંચો:Order of magnitude	Mal:Ordomag
ઢાંચો:Nutritionalvalue	Mal:Næringsinnhold
ઢાંચો:Infobox philosopher	Mal:Infoboks filosof
ઢાંચો:Infobox organisation	Mal:Infoboks organisasjon
ઢાંચો:Audio-IPA	Mal:IPAudio
ઢાંચો:CategoryTOC	Mal:KategoriTOC
ઢાંચો:Infobox military installation	Mal:Infoboks militært byggverk
શ્રેણી:મધ્ય પ્રદેશના જિલ્લાઓ	Kategori:Distrikter i Madhya Pradesh
ઢાંચો:Infobox museum	Mal:Infoboks museum
ઢાંચો:Pending	Mal:Pending
ઢાંચો:માહિતીચોકઠું વ્યક્તિ	Mal:Infoboks biografi
શ્રેણી:કેરળ	Kategori:Kerala
ઢાંચો:Convert	Mal:Konverter
ઢાંચો:Copy edit	Mal:Språkvask
ઢાંચો:Coord	Mal:Koord
ઢાંચો:Dmoz	Mal:Dmoz
કથ્થાઇ પેટ થડચડ	Kastanjespettmeis
ઢાંચો:યુરોપ	Mal:Europa
શ્રેણી:User fr	Kategori:Bruker fr
શ્રેણી:User gu	Kategori:Bruker gu
શ્રેણી:User hi-3	Kategori:Bruker hi-3
શ્રેણી:सदस्य hi-2	Kategori:Bruker hi-2
શ્રેણી:User fr-N	Kategori:Bruker fr-N
શ્રેણી:User hi-N	Kategori:Bruker hi-N
ઢાંચો:Cite video	Mal:Kilde video
શ્રેણી:Wikipedia cleanup	Kategori:Opprydning
ઢાંચો:Catmore	Mal:Hovedartikkel
શ્રેણી:User de	Kategori:Bruker de
શ્રેણી:User en-3	Kategori:Bruker en-3
શ્રેણી:User en-N	Kategori:Bruker en-N
શ્રેણી:User gu-1	Kategori:Bruker gu-1
શ્રેણી:User gu-2	Kategori:Bruker gu-2
શ્રેણી:User gu-3	Kategori:Bruker gu-3
શ્રેણી:User gu-N	Kategori:Bruker gu-N
ઢાંચો:N/a	Mal:N/a
પોરબંદર	Porbandar
ઢાંચો:Location map Greater London	Mal:Kartposisjon Storbritannia Stor-London
ઢાંચો:Legend0	Mal:Legend0
ઢાંચો:માહિતીચોકઠું રોગ	Mal:Infoboks sykdom
ઢાંચો:Weather box	Mal:Klimatabell
ઢાંચો:Su	Mal:Su
ઢાંચો:Confuse	Mal:Forveksles
શ્રેણી:નવેમ્બર	Kategori:Dager i november
ઢાંચો:High-use	Mal:Mye brukt mal
ઢાંચો:Help pages header	Mal:Hjelpesider
ઢાંચો:Wikipedia how to	Mal:Wikipedia how to
શ્રેણી:માર્ચ	Kategori:Dager i mars
શ્રેણી:સપ્ટેમ્બર	Kategori:Dager i september
શ્રેણી:ઓક્ટોબર	Kategori:Dager i oktober
ઢાંચો:Only in print	Mal:Kun ved utskrift
શ્રેણી:ડિસેમ્બર	Kategori:Dager i desember
શ્રેણી:ઓગસ્ટ	Kategori:Dager i august
શ્રેણી:મે	Kategori:Dager i mai
ઢાંચો:Rp	Mal:Rp
શ્રેણી:ઇંગ્લેન્ડ	Kategori:England
અર્થીંગ	Jording
શ્રેણી:એપ્રિલ	Kategori:Dager i april
ઢાંચો:Str ≥ len	Mal:Str ≥ len
ઢાંચો:Red	Mal:Rød
ઢાંચો:ફિફા ખેલાડી	Mal:FIFA-spiller
ઢાંચો:Start date and age	Mal:Startdato og alder
શ્રેણી:ભારતના વિશ્વધરોહર સ્થળો	Kategori:Verdensarven i India
ઢાંચો:Infobox government agency	Mal:Infoboks myndighet
શ્રેણી:User ru	Kategori:Bruker ru
શ્રેણી:User ru-3	Kategori:Bruker ru-3
શ્રેણી:1533 જન્મો	Kategori:Fødsler i 1533
શ્રેણી:User tr	Kategori:Bruker tr
શ્રેણી:User tr-N	Kategori:Bruker tr-N
ઢાંચો:Gallery/aux	Mal:Bildegalleri/aux
ઢાંચો:Lang	Mal:Språk
શ્રેણી:દિલ્હી	Kategori:Delhi
ઢાંચો:OCLC	Mal:OCLC
પાલી	Pali (Rajasthan)
ઢાંચો:Infobox River	Mal:Infoboks elv
શ્રેણી:1986 જન્મો	Kategori:Fødsler i 1986
ઢાંચો:Location map India Orissa	Mal:Kartposisjon Odisha
ઢાંચો:As of	Mal:As of
ઢાંચો:Twitter	Mal:Twitter
ઢાંચો:Coord/dec2dms/dm	Mal:Koord/dec2dms/dm
ઢાંચો:F1	Mal:F1
ઢાંચો:Weather box/cold	Mal:Klimatabell/cold
ઢાંચો:Event	Mal:Event
ઢાંચો:Case preserving encode	Mal:Case preserving encode
ઢાંચો:Family tree/step2	Mal:Stamtre/step2
ઢાંચો:Citation	Mal:Citation
ઢાંચો:Citation/core	Mal:Citation/core
ઢાંચો:Unbulleted list	Mal:Unbulleted list
શ્રેણી:રાસાયણિક તત્વો	Kategori:Grunnstoffer
શ્રેણી:Articles with dead external links	Kategori:Artikler med ødelagte lenker
શ્રેણી:ભૂગોળ સ્ટબ	Kategori:Geografistubber
શ્રેણી:નેપાળ	Kategori:Nepal
શ્રેણી:અલ્હાબાદના લોકો	Kategori:Personer fra Allahabad
શ્રેણી:માછલી	Kategori:Fisk
શ્રેણી:Public domain images	Kategori:PD-bilder
શ્રેણી:અંક પદ્ધતિ	Kategori:Tallsystemer
શ્રેણી:ગોઆ	Kategori:Goa
શ્રેણી:કર્ણાટક	Kategori:Karnataka
શ્રેણી:છત્તીસગઢ	Kategori:Chhattisgarh
શ્રેણી:ગુજરાત	Kategori:Gujarat
શ્રેણી:ઝારખંડ	Kategori:Jharkhand
શ્રેણી:તમિલનાડુ	Kategori:Tamil Nadu
શ્રેણી:મધ્ય પ્રદેશ	Kategori:Madhya Pradesh
શ્રેણી:મિઝોરમ	Kategori:Mizoram
શ્રેણી:રાજસ્થાન	Kategori:Rajasthan
શ્રેણી:સિક્કિમ	Kategori:Sikkim
શ્રેણી:હરિયાણા	Kategori:Haryana
શ્રેણી:ઉત્તર પ્રદેશ	Kategori:Uttar Pradesh
શ્રેણી:મેઘાલય	Kategori:Meghalaya
શ્રેણી:પશ્ચિમ બંગાળ	Kategori:Vest-Bengal
શ્રેણી:ઑડિશા	Kategori:Orissa
શ્રેણી:પ્રાણીઓ	Kategori:Dyr
કાલકા-શિમલા રેલ્વે	Kalka-Shimla Railway
શ્રેણી:નાગાલેંડ	Kategori:Nagaland
શ્રેણી:જમ્મુ અને કાશ્મીર	Kategori:Jammu og Kashmir
શ્રેણી:મણિપુર	Kategori:Manipur
શ્રેણી:મહારાષ્ટ્ર	Kategori:Maharashtra
શ્રેણી:અરુણાચલ પ્રદેશ	Kategori:Arunachal Pradesh
શ્રેણી:હિમાચલ પ્રદેશ	Kategori:Himachal Pradesh
શ્રેણી:આંધ્ર પ્રદેશ	Kategori:Andhra Pradesh
શ્રેણી:આસામ	Kategori:Assam
ધ પ્રોડિજિ	The Prodigy
ઢાંચો:Mojo title	Mal:Mojo-tittel
શ્રેણી:ભારતનાં રાજ્યો અને કેન્દ્રશાસિત પ્રદેશો	Kategori:Indias delstater og territorier
ઢાંચો:Sec link	Mal:Sikker lenke
ઢાંચો:FULLROOTPAGENAME	Mal:FULLROOTPAGENAME
ઢાંચો:Pad	Mal:Pad
ઢાંચો:Cookbook	Mal:Cookbook
ઢાંચો:Coord/dec2dms	Mal:Koord/dec2dms
ઢાંચો:Coord/prec dec	Mal:Koord/prec dec
ઢાંચો:Str right	Mal:Str right
વિશ્વામિત્રી નદી	Vishwamitri
ઢાંચો:UF-hcard-geo	Mal:UF-hcard-geo
ઢાંચો:Template shortcut	Mal:Malsnarvei
શ્રેણી:ઉત્તરાખંડ	Kategori:Uttarakhand
શ્રેણી:બિહાર	Kategori:Bihar
શ્રેણી:Userboxes	Kategori:Brukerbokser
ઢાંચો:Multicol	Mal:Kolonner
શ્રેણી:દમણ અને દીવ	Kategori:Daman og Diu
શ્રેણી:આસામના જિલ્લાઓ	Kategori:Distrikter i Assam
શ્રેણી:નેપાળના જિલ્લાઓ	Kategori:Distrikt i Nepal
શ્રેણી:રાજસ્થાનના જિલ્લાઓ	Kategori:Distrikter i Rajasthan
શ્રેણી:તમિલનાડુના જિલ્લાઓ	Kategori:Distrikter i Tamil Nadu
શ્રેણી:પશ્ચિમ બંગાળના જિલ્લાઓ	Kategori:Distrikter i Vest-Bengal
ઢાંચો:IAST	Mal:IAST
શ્રેણી:ભારતીય ક્રિકેટ ખેલાડી	Kategori:Indiske cricketspillere
ઢાંચો:Listen	Mal:Lytte
કેળ	Bananslekten
ઢાંચો:Image label begin	Mal:Image label begin
સ્વાગત	Wikipedia:Velkommen til Wikipedia
શ્રેણી:ગુજરાતનાં શહેરો અને નગરો	Kategori:Byer i Gujarat
શ્રેણી:અર્થશાસ્ત્રમાં નોબેલ મેળવનારા	Kategori:Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel
ઢાંચો:Coord/display/title	Mal:Koord/vis/tittel
શ્રેણી:Protected templates	Kategori:Wikipedia beskyttede maler
ઢાંચો:Ntsh	Mal:Sorterbart tall skjult
ઢાંચો:Start date	Mal:Startdato
ઢાંચો:Decimals	Mal:Desimaler
Module:Footnotes	Modul:Fotnoter
ઢાંચો:માહિતીચોકઠું માર્ગ	Mal:Infoboks vei
ઢાંચો:Larger	Mal:Larger
ઢાંચો:Infobox file format	Mal:Infoboks filformat
ઢાંચો:Campaignbox Indo-Pakistani Wars	Mal:Kampanjeboks indo-pakistanske kriger
ઢાંચો:સભ્ય સાઉથ આફ્રિકા	Mal:Wikipedia-brukere i Sør-Afrika
ઢાંચો:Tls	Mal:Mals
વિકિપીડિયા:નીતિ	Wikipedia:Innholdspolitikk
Module:Citation/CS1/Whitelist	Modul:Citation/CS1/Whitelist
Module:Citation/CS1/Suggestions	Modul:Citation/CS1/Suggestions
ઢાંચો:Location map/decdeg	Mal:Kartposisjon/decdeg
ઢાંચો:Weather box/colh	Mal:Klimatabell/colh
ઢાંચો:Weather box/colpastel	Mal:Klimatabell/colpastel
ઢાંચો:Str len/core	Mal:Str len/core
ઢાંચો:S-line	Mal:Rf-linje
ઢાંચો:\	Mal:\
ઢાંચો:Contains Ethiopic text	Mal:Inneholder ge'ez
ઢાંચો:Style/ril	Mal:Style/ril
ઢાંચો:Infobox weather/line	Mal:Infoboks vær/linje
ઢાંચો:Weather box/colp	Mal:Infoboks vær/kolp
ઢાંચો:Weather box/colt	Mal:Infoboks vær/kolt
ઢાંચો:Style/yid	Mal:Style/yid
Module:Convert	Modul:Convert
Module:Convert/data	Modul:Convert/data
Module:Convert/text	Modul:Convert/text
ઢાંચો:Country data Cameroon	Mal:Flagg/Kamerun
વીર્ય સ્ખલન	Ejakulasjon
Module:Yesno	Modul:Yesno
Module:Message box	Modul:Message box
Module:Category handler	Modul:Category handler
Module:Message box/configuration	Modul:Message box/configuration
Module:Unbulleted list	Modul:Unbulleted list
Module:Arguments	Modul:Arguments
વિશેષ:તાજાફેરફારો	Spesial:Siste endringer
Module:Citation/CS1	Modul:Citation/CS1
Module:Citation/CS1/Configuration	Modul:Citation/CS1/Configuration
Module:TableTools	Modul:TableTools
Module:List	Modul:List
Module:Namespace detect	Modul:Namespace detect
Module:HtmlBuilder	Modul:HtmlBuilder
Module:String	Modul:String
Module:Coordinates	Modul:Coordinates
Module:Math	Modul:Math
Module:InfoboxImage	Modul:InfoboxImage
Module:Navbar	Modul:Navbar
Module:Navbox	Modul:Navbox
Module:Infobox	Modul:Infoboks
મદદ:Convert messages	Hjelp:Konverteringsmeldinger
Module:Namespace detect/data	Modul:Namespace detect/data
Module:Namespace detect/config	Modul:Namespace detect/config
અપભ્રંશ	Apabhramsha
