Aprika	Afrika
Puwerto Espanya	Port of Spain
Bohemya	Böhmen
John Steinbeck	John Steinbeck
.in	.in
Rabies	Rabies
Bundok Fuji	Fuji-san
Richard Feynman	Richard Feynman
Recep Tayyip Erdoğan	Recep Tayyip Erdoğan
Bubuwit	Mus (slekt)
Entomolohiya	Entomologi
Bolyum	Volum
Kahel (kulay)	Oransje
.ie	.ie
Palakol	Øks
Sochi	Sotsji
Anchorage, Alaska	Anchorage
Pol Pot	Pol Pot
Artemis	Artemis
.dk	.dk
Bluetooth	Blåtann
.bb	.bb
Kasangkapan	Verktøy
Gasolina	Bensin
Burbank, California	Burbank
Michael Phelps	Michael Phelps
My Neighbor Totoro	Min nabo Totoro
Sulidlawas	Mitokondrium
Ptolomeo II Philadelphus	Ptolemaios II Filadelfos
.ca	.ca
Tolomeo XV Caesarion	Cæsarion
Look	Bukt
Christiaan Huygens	Christiaan Huygens
Antoine Lavoisier	Antoine Lavoisier
Sementeryo	Gravlund
Ali ibn Abi Talib	Ali ibn Abi Talib
Karibu	Rein
Nicolas Appert	Nicolas Appert
Semantika	Semantikk
.co	.co
.ba	.ba
Penélope Cruz	Penélope Cruz
.ch	.ch
Makroekonomiya	Makroøkonomi
14 BC	14 f.Kr.
Alkimiya	Alkymi
27 BC	27 f.Kr.
Des Moines, Ayowa	Des Moines
Parola	Fyr
The Rescuers	Bernard og Bianca
Mga estadong Baltiko	Baltikum
Aconcagua	Aconcagua
Piraso ng Gaza	Gazastripen
.be	.be
Tansong dilaw	Messing
19 BC	19 f.Kr.
Jack Nicholson	Jack Nicholson
Pamimili	Markedsføring
Lambak	Dal
3 BC	3 f.Kr.
Mikroorganismo	Mikroorganisme
Averroes	Averroës
Radio Studio 54 Network	Radio Studio 54 Network
19 (bilang)	19 (tall)
Layang-layang	Svaler
Pentekostes	Pinse
.by	.by
.fj	.fj
.cl	.cl
.br	.br
.is	.is
.lt	.lt
.bz	.bz
.cg	.cg
Almendras	Mandel
Ebanghelyo ni Lucas	Evangeliet etter Lukas
Veda	Vedaene
.pt	.pt
58 BC	58 f.Kr.
Gela	Gela
Tolomeo XII	Ptolemaios XII Auletes
.bh	.bh
.bt	.bt
Lalawigan ng Concepción, Tsile	Provincia de Concepción
52 BC	52 f.Kr.
Sylvester Stallone	Sylvester Stallone
Inumin	Drikke
Pagpoprograma ng kompyuter	Dataprogram
Ilog ng Hordan	Jordan (elv)
6 BC	6 f.Kr.
34 BC	34 f.Kr.
Dalampasigan	Strand
Quero	Quero (Venezia)
Vas, Veneto	Vas (Venezia)
Morbegno	Morbegno
Will Smith	Will Smith
Ajaccio	Ajaccio
Valdidentro	Val di Dentro
Elipso	Ellipse
17 (bilang)	17 (tall)
Luino	Luino
Chiavenna	Chiavenna
59 BC	59 f.Kr.
57 BC	57 f.Kr.
Livinallongo del Col di Lana	Livinallongo del Col di Lana
Mitsubishi A6M Zero	Mitsubishi A6M
Longarone	Longarone
Dalawit	Vektstang
Neandertal	Neandertalere
Banal na Komedya	Den guddommelige komedie
Hobart	Hobart
Sovramonte	Sovramonte
Mazatlán	Mazatlán
Paleolitiko	Paleolitikum
William Butler Yeats	William Butler Yeats
Canale d'Agordo	Canale d'Agordo
Susie Essman	Susie Essman
Karl Benz	Carl Benz
Halalan	Valg
Lalawigan ng Antalya	Antalya (provins)
16 (bilang)	16 (tall)
Nukleyus ng selula	Cellekjerne
Multiplikasyon	Multiplikasjon
Bagong Ginea	Ny-Guinea
20 (bilang)	20 (tall)
The Fox and the Hound	Todd og Copper: To gode venner
Ang Mga Gawa ng mga Apostol	Apostlenes gjerninger
Biyernes Santo	Langfredag
.md	.md
.ci	.ci
.an	.an
Joliet, Illinois	Joliet (Illinois)
Norman, Oklahoma	Norman (Oklahoma)
Abogado	Advokat
Demokratikong Republika ng Arabong Sahrawi	Den saharawiske arabiske demokratiske republikk
.et	.et
.tv	.tv
.eg	.eg
5 BC	5 f.Kr.
Tisyu	Vev (biologi)
23 BC	23 f.Kr.
.fm	.fm
Bahia	Bahia
Buffalo, New York	Buffalo
.se	.se
.ax	.ax
A (kana)	A (kana)
.cy	.cy
I (kana)	I (kana)
Agence France-Presse	Agence France-Presse
.il	.il
U (kana)	U (kana)
Joan Crawford	Joan Crawford
Tala ng mga papa ng Simbahang Katoliko Romano	Liste over paver
Pervez Musharraf	Pervez Musharraf
Jim Carrey	Jim Carrey
.bo	.bo
.bs	.bs
Bormio	Bormio
Julia Roberts	Julia Roberts
Pánfilo de Narváez	Pánfilo de Narváez
John Wayne	John Wayne
Sodyak	Dyrekretsen
Lalawigan ng Adana	Adana (provins)
Heath Ledger	Heath Ledger
Lot (Bibliya)	Lot (bibelsk person)
Lisa Gerrard	Lisa Gerrard
30 Seconds to Mars	Thirty Seconds to Mars
Manipestong Komunista	Det kommunistiske manifest
Posil	Fossil
.kz	.kz
Ankylosaurus	Ankylosaurus
.hu	.hu
Tacloban	Tacloban
Cristina Fernández de Kirchner	Cristina Fernández de Kirchner
.ua	.ua
San Juan Bautista	Johannes Døperen
Montebello della Battaglia	Montebello della Battaglia
.cd	.cd
.ge	.ge
.ai	.ai
.cm	.cm
Paulínia	Paulínia
Jennifer Lopez	Jennifer Lopez
Demeter	Demeter
Pierre, South Dakota	Pierre
Pagbabawas	Subtraksjon
Buto ng halaman	Frø
65 BC	65 f.Kr.
Konsulado	Romersk konsul
Nicholas II ng Rusya	Nikolaj II av Russland
Brachyura	Krabber
God Save the Queen	God Save the King/Queen
Komedya	Komedie
Vigevano	Vigevano
29 BC	29 f.Kr.
Krus (sagisag)	Kors
Tenerife	Tenerife
Gunting	Saks
Edward Jenner	Edward Jenner
Colle Santa Lucia	Colle Santa Lucia
Ulap na Oort	Oorts sky
Lason	Gift
Tirano	Tirano
53 BC	53 f.Kr.
Livigno	Livigno
90 BK	90 f.Kr.
Lungsod ng Carson, Nebada	Carson City (Nevada)
Anna Maria Jopek	Anna Maria Jopek
Dumbo	Dumbo
Ares	Ares
Werner Heisenberg	Werner Heisenberg
Frank Sinatra	Frank Sinatra
7 BC	7 f.Kr.
9 BC	9 f.Kr.
Honiara	Honiara
Nefertiti	Nefertiti
Eva Perón	Eva Perón
PH	PH
Esquilo	Aiskhylos
Daniel Defoe	Daniel Defoe
Digmaang Mapanghimagsik sa Amerika	Den amerikanske uavhengighetskrigen
Dasal	Bønn
Anhui	Anhui
32 BC	32 f.Kr.
91 BC	91 f.Kr.
Pandaigdigang Lupong Olimpiko	Den internasjonale olympiske komité
.cr	.cr
.mx	.mx
.bw	.bw
Odobenus rosmarus	Hvalross
Ponolohiya	Fonologi
.do	.do
.cu	.cu
.hr	.hr
.dj	.dj
.aq	.aq
.er	.er
.cv	.cv
.hn	.hn
.bm	.bm
.dm	.dm
.lk	.lk
.dz	.dz
Aprica	Aprica
Rublong Ruso	Russisk rubel
.kh	.kh
Orangutan	Orangutang
Epimeteo	Epimethevs
Noo	Panne
Topeka, Kansas	Topeka
.no	.no
Mga Salmo	Salmenes bok
Mariah Carey	Mariah Carey
Monggolyang Interyor	Indre Mongolia
Sipilis	Syfilis
Raleigh, North Carolina	Raleigh
.gg	.gg
.bj	.bj
.id	.id
.tr	.tr
.eu	.eu
.ht	.ht
Schizophrenia	Schizofreni
.ec	.ec
Poseidon	Poseidon
Asiria	Assyria
84 BK	84 f.Kr.
Jane Fonda	Jane Fonda
48 BC	48 f.Kr.
26 BC	26 f.Kr.
70 BC	70 f.Kr.
55 BC	55 f.Kr.
11 BC	11 f.Kr.
Cortina d'Ampezzo	Cortina d'Ampezzo
Rombus	Rombe
Mga republika ng Rusya	Russlands republikker
Al Pacino	Al Pacino
Jonathan Swift	Jonathan Swift
Kawalang trabaho	Arbeidsledighet
Demi Lovato	Demi Lovato
Gusali	Bygning
Haile Selassie I ng Etiyopiya	Haile Selassie I av Etiopia
Ilog Mekong	Mekong
.cf	.cf
.bf	.bf
.bn	.bn
Barya	Mynt
San Juan, Portoriko	San Juan (Puerto Rico)
Tore ng Babel	Babels tårn
Mekanika	Mekanikk
Pangtimog na Hemispero	Sydlige halvkule
69 BC	69 f.Kr.
16 BC	16 f.Kr.
35 BC	35 f.Kr.
Rasyonal na punsiyon	Rasjonal funksjon
13 BC	13 f.Kr.
Opera (web browser)	Opera (nettleser)
Sinehan	Kino
Heinrich Hertz	Heinrich Rudolf Hertz
Nottingham	Nottingham
Henri Becquerel	Henri Becquerel
Momentum	Bevegelsesmengde
Ulsan	Ulsan
Gwangju	Gwangju
John Dalton	John Dalton
Kwitis	Rakett
Basseterre	Basseterre
Magasin	Tidsskrift
Franz Liszt	Franz Liszt
.mk	.mk
Amerikanong putbol	Amerikansk fotball
17 BC	17 f.Kr.
67 BC	67 f.Kr.
88 BK	88 f.Kr.
96 BC	96 f.Kr.
Mary Tyler Moore	Mary Tyler Moore
54 BC	54 f.Kr.
87 BK	87 f.Kr.
Jodie Foster	Jodie Foster
Suka (pagkain)	Eddik
Styria	Steiermark
Alonghaba	Bølgelengde
David	David av Israel
24 BC	24 f.Kr.
Roberto I ng Normandiya	Robert I av Normandie
77 BC	77 f.Kr.
Kurt Gödel	Kurt Gödel
Josh Brolin	Josh Brolin
Pagpatay ng lahi	Folkemord
Teletubbies	Teletubbiene
Hades	Hades
Sabaw	Suppe
Hestia	Hestia
Michael Jordan	Michael Jordan
Ballet	Ballett
.sa	.sa
.gd	.gd
.ma	.ma
.aw	.aw
.fo	.fo
.gy	.gy
.gw	.gw
.gl	.gl
.gq	.gq
Kingstown	Kingstown
Almuranas	Hemoroide
Autopsiya	Obduksjon
Hermes	Hermes
Aklat ng Levitico	Tredje Mosebok
Sinaunang kasaysayan	Oldtiden
Gansang-ratiles	Stikkelsbær
Plutarko	Plutark
60 BC	60 f.Kr.
.sk	.sk
Carl Jung	Carl Gustav Jung
Gawgaw	Stivelse
56 BC	56 f.Kr.
98 BC	98 f.Kr.
51 BC	51 f.Kr.
St. George's, Grenada	St. George's
Antonio Banderas	Antonio Banderas
Nicolas Poussin	Nicolas Poussin
Julia Gillard	Julia Gillard
Hamlet	Hamlet
Golpo ng Vizcaya	Biscayabukten
Acidobacteria	Acidobacteria
David Hilbert	David Hilbert
Rupiah ng Indonesya	Indonesisk rupiah
Batas ni Ohm	Ohms lov
Christina Aguilera	Christina Aguilera
Alexios I Komnenos	Alexios I Komnenos
Juan I Tzimisces	Johannes I (keiser)
Konstantino IV	Konstantin IV
Payong	Paraply
Unsoy	Koriander
Constans II	Konstans II
Monarkiyang Konstitusyonal	Konstitusjonelt monarki
Constantino III (emperador ng Bizantino)	Konstantin III (østromersk keiser)
Anastasios II (emperor)	Anastasios II
Haifa	Haifa
.to	.to
.lv	.lv
Sikoanalisis	Psykoanalyse
Soricidae	Spissmus
.gh	.gh
Constantino V	Konstantin V
.mm	.mm
Tiberios III	Tiberios III
.hk	.hk
Phoenicia	Fønikia
Kasunduan ng Varsovia	Warszawapakten
Leo IV ang Khazar	Leo IV (keiser)
81 BC	81 f.Kr.
Miguel I Rangabe	Mikael I Rangabe
62 BC	62 f.Kr.
95 BC	95 f.Kr.
Constantino VI	Konstantin VI
Ramadan	Ramadan
71 BK	71 f.Kr.
Sheltopusik	Scheltopusik
97 BC	97 f.Kr.
Mga Pandaigdigang Tala ng Guinness	Guinness rekordbok
Dionysos	Dionysos
Thoukydidis	Thukydid
Hendrik Lorentz	Hendrik Antoon Lorentz
Mahirap na kalagayan ng bilanggo	Fangens dilemma
Castries	Castries
Fujian	Fujian
Pangkat etniko	Etnisitet
Emiliano Zapata	Emiliano Zapata
Hipotesis	Hypotese
.kg	.kg
.as	.as
Dagat Irlandes	Irskesjøen
Achilles	Akilles
Joseph Goebbels	Joseph Goebbels
.gm	.gm
Pagbuburo	Fermentering
.gn	.gn
Tesibius	Ktesibios
.iq	.iq
.ir	.ir
.gt	.gt
.ga	.ga
.mh	.mh
.ls	.ls
.lu	.lu
Pangungusap	Setning (grammatikk)
86 BK	86 f.Kr.
80 BC	80 f.Kr.
Lungsod ng Kansas, Misuri	Kansas City (Missouri)
.tm	.tm
Shahada	Shahadah
.lb	.lb
Theodosios III	Theodosius III
Golpo ng Aden	Adenbukta
.ph	.ph
.zm	.zm
Berseba	Beersheba
.uz	.uz
.uy	.uy
.sg	.sg
Heraclius	Herakleios
.kr	.kr
.mt	.mt
Altapresyon	Hypertensjon
Justiniano I	Justinian I den store
Paul Newman	Paul Newman
74 BC	74 f.Kr.
64 BC	64 f.Kr.
99 BC	99 f.Kr.
76 BC	76 f.Kr.
79 BC	79 f.Kr.
61 BC	61 f.Kr.
Manmohan Singh	Manmohan Singh
Rosa Parks	Rosa Parks
.la	.la
Mga Nakabiting Hardin ng Babilonya	Babylons hengende hager
50 BC	50 f.Kr.
.jm	.jm
.pa	.pa
.pe	.pe
Ailurus fulgens	Rød panda
Mataas na Austria	Oberösterreich
Malayong Silangang Pederal na Distrito	Den fjernøstlige føderale krets
Pyatigorsk	Pjatigorsk
Mga Monggol	Mongolene
Distritong Pederal ng Siberya	Den sibirske føderale krets
Democritus	Demokrit
Ilog Mosa	Maas
.bi	.bi
Shelekhov	Sjelekhov
Plamengko	Flamingoer
Tachyon	Takyon
Hadji Mohammad Ajul, Basilan	Hadji Mohammad Ajul
Al-Barka, Basilan	Al-Barka
Salot na Itim	Svartedauden
Soberaniya	Suverenitet
.nz	.nz
.mc	.mc
Justiniano II	Justinian II
.ml	.ml
.ki	.ki
.tj	.tj
.ly	.ly
Aklat ng Pahayag	Johannes' åpenbaring
Shamanismo	Sjamanisme
Hyaenidae	Hyenefamilien
.im	.im
Star Wars Episode III: Revenge of the Sith	Star Wars Episode III: Sithene tar hevn
Esfahān	Isfahan
Gangneung	Gangneung
Geoje	Geoje
399 BC	399 f.Kr.
Gyeongsan	Gyeongsan
Gyeryong	Gyeryong
Goyang	Goyang
Gongju	Gongju
Gwacheon	Gwacheon
Gwangmyeong	Gwangmyeong
Gwangyang	Gwangyang
Gwangju, Gyeonggi	Gwangju (Gyeonggi)
Disyerto ng Gobi	Gobiørkenen
Guri	Guri (Gyeonggi)
Gumi	Gumi
Gunsan	Gunsan
Gunpo	Gunpo
Gimje	Gimje
Gimcheon	Gimcheon
Gimpo	Gimpo
Gimhae	Gimhae
Naju	Naju
Namyangju	Namyangju
Namwon	Namwon
Nonsan	Nonsan
Dongducheon	Dongducheon
Lungsod ng Donghae	Donghae
Mokpo	Mokpo
Mungyeong	Mungyeong
Miryang	Miryang
Gyeongju	Gyeongju
Boryeong	Boryeong
Bucheon	Bucheon
Sacheon	Sacheon
Denzel Washington	Denzel Washington
Samcheok	Samcheok
Seosan	Seosan
Seongnam	Seongnam
Sokcho	Sokcho
Suncheon	Suncheon
Siheung	Siheung
Asan	Asan
Andong	Andong (Nord-Gyeongsang)
Ansan	Ansan
Anseong	Anseong
Anyang, Gyeonggi	Anyang (Gyeonggi)
Yangsan	Yangsan
Yangju	Yangju
Yeosu	Yeosu
Yeongju	Yeongju
Yeongcheon	Yeongcheon
Osan	Osan
Wonju	Wonju
Uiwang	Uiwang
Uijeongbu	Uijeongbu
Icheon	Icheon
Iksan	Iksan
Pagkamamamayan	Statsborgerskap
Jeonju	Jeonju
Jeongeup	Jeongeup
Lungsod ng Jeju	Jeju by
Jecheon	Jecheon
Jinju	Jinju
Cheonan	Cheonan
Cheongju	Cheongju
Chuncheon	Chuncheon
Taebaek	Taebaek (Gangwon)
Tongyeong	Tongyeong
Paju	Paju
Pyeongtaek	Pyeongtaek
Pocheon	Pocheon
Pohang	Pohang
Hanam	Hanam
Hwaseong	Hwaseong
Sangju	Sangju
Puwit	Rumpeball
.kp	.kp
Palasyong Buckingham	Buckingham Palace
82 BK	82 f.Kr.
Abel Tasman	Abel Janszoon Tasman
.cc	.cc
San Donato Milanese	San Donato Milanese
Hainan	Hainan
Aba Ginoong Maria	Hill deg, Maria
Lahing Bandalo	Vandaler
149 BC	149 f.Kr.
101 BC	101 f.Kr.
Pinyin	Pinyin
Mel Gibson	Mel Gibson
Karit (isang kamay)	Sigd
Buzuluk	Buzuluk
Linggo ng Palaspas	Palmesøndag
Agwas	Multer
Pananaliksik	Forskning
Mirante do Vale	Mirante do Vale
.ck	.ck
Google Earth	Google Earth
FTP	FTP
.zw	.zw
Palumpong	Busk
Bernhard Riemann	Bernhard Riemann
Luwad	Leire
Richard I ng Inglatera	Rikard I av England
Sebastian Vettel	Sebastian Vettel
Kapuluang Channel	Kanaløyene
40 (bilang)	40 (tall)
Papa Pio XI	Pius XI
Lana	Ull (tekstil)
Martin Weinek	Martin Weinek
Balisuso	Kjegle
83 BK	83 f.Kr.
92 BC	92 f.Kr.
93 BC	93 f.Kr.
94 BC	94 f.Kr.
78 BC	78 f.Kr.
Pista ng Pelikula sa Cannes	Cannes filmfestival
Nebula	Stjernetåke
Universal Serial Bus	USB
.va	.va
Kakaw	Kakaotre
Gansu	Gansu
Andrea Bocelli	Andrea Bocelli
Ingles (grupong etniko)	Engelskmenn
Evo Morales	Evo Morales
.gi	.gi
Taliban	Taliban
66 BC	66 f.Kr.
85 BK	85 f.Kr.
89 BK	89 f.Kr.
72 BC	72 f.Kr.
73 BC	73 f.Kr.
Watawat ng Polonya	Polens flagg
68 BC	68 f.Kr.
Sheffield	Sheffield
75 BC	75 f.Kr.
York	York
Moto	Motto
Buno	Bryting
Asterix	Asterix
Katy Perry	Katy Perry
Mababang Austria	Niederösterreich
Ang Simbahan ni Jesucristo ng mga Banal sa mga Huling Araw	Jesu Kristi Kirke av Siste Dagers Hellige
H. G. Wells	H.G. Wells
Kartograpiya	Kartografi
Abo (kulay)	Grå
Karang	Atoll
Pampalasa	Krydder
Tropiko	Tropene
Kabihasnan sa Lambak ng Indus	Induskulturen
Luyang-dilaw	Gurkemeie
Lama glama	Lama
Felis silvestris lybica	Afrikansk villkatt
Keira Knightley	Keira Knightley
Siko	Albue
Akbar, Basilan	Akbar (Basilan)
Felinae	Mindre kattedyr
Pari	Prest
Amenhotep III	Amenhotep III
Deuteronomio	Femte Mosebok
Hibrido	Hybrid
Suzhou	Suzhou
Felis chaus	Jungelkatt
.fk	.fk
Prionailurus bengalensis	Leopardkatt
.jo	.jo
Wenzhou	Wenzhou
.li	.li
.lc	.lc
Wuxi	Wuxi
.mr	.mr
.je	.je
Huzhou	Huzhou
.sv	.sv
Shaoxing	Shaoxing
.kw	.kw
.ro	.ro
.vn	.vn
.nr	.nr
.ke	.ke
.vu	.vu
Bubalus bubalis	Vannbøffel
Saint-Étienne	Saint-Étienne
Olympia, Washington	Olympia (Washington)
Tsinong Han	Han-kinesere
Rita Hayworth	Rita Hayworth
Palikir	Palikir
.za	.za
.na	.na
.ve	.ve
Iskandalong Watergate	Watergate-skandalen
Biyospero	Biosfære
.gp	.gp
Kunshan	Kunshan
Johnny Cash	Johnny Cash
.sy	.sy
Ningbo	Ningbo
.mg	.mg
Audrey Hepburn	Audrey Hepburn
Solferino	Solferino
.gf	.gf
.mq	.mq
Manati	Manater
Borobudur	Borobudur
30 (bilang)	30 (tall)
Papa Gregorio I	Gregor I den store
Kanlurang Imperyong Romano	Vestromerriket
Leif Erikson	Leiv Eiriksson
Paliparang Pandaigdig ng Long Thanh	Long Thanh internasjonale lufthavn
.ye	.ye
.km	.km
Depresyon	Depresjon
.lr	.lr
Propeta	Profet
.tg	.tg
Saranggola	Drage (leketøy)
.vc	.vc
.ws	.ws
Nicolas Cage	Nicolas Cage
.mn	.mn
Tyrol (estado)	Tirol (Østerrike)
Papa Clemente I	Klemens I
Castiglione delle Stiviere	Castiglione delle Stiviere
Krishna	Krishna
201 BC	201 f.Kr.
202 BC	202 f.Kr.
Ligang Hanseatiko	Hansaforbundet
Mutasyon	Mutasjon
Nirvana	Nirvana
Dustin Hoffman	Dustin Hoffman
Kubismo	Kubisme
Digmaang Troya	Den trojanske krig
Agra	Agra (by i India)
Dingding	Vegg
Thor	Tor
Harbin	Harbin
Langis	Olje
Balaklaot	Monsun
Golda Me’ir	Golda Meir
Orkestra	Orkester
146 BC	146 f.Kr.
Animismo	Animisme
Linta	Igler
Pananalapi (pinansiyal)	Finans
1000 (bilang)	1000 (tall)
Edwin Hubble	Edwin Hubble
356 BC	356 f.Kr.
Bellano	Bellano
Desmond Tutu	Desmond Tutu
Castel Goffredo	Castel Goffredo
Inhenyeriyang elektriko	Elektroteknikk
Demi Moore	Demi Moore
Bambi	Bambi
Kapangyarihang Aksis	Aksemaktene
Tagtuyot	Tørke
Arsoduke Franz Ferdinand ng Austria	Franz Ferdinand av Østerrike-Este
.mw	.mw
.mu	.mu
.td	.td
Palabaybayan	Rettskriving
.sm	.sm
.tk	.tk
Aklat ng mga Bilang	Fjerde Mosebok
Kashmir	Kashmir
Boson	Boson
.sr	.sr
Zambezi	Zambezi
Diocleciano	Diokletian
Reperendum	Folkeavstemning
Aikido	Aikido
Santo	Helgen
.qa	.qa
.tt	.tt
Wikipedia:Mga malimit itanong	Wikipedia:OSS
.ug	.ug
.my	.my
.mz	.mz
.om	.om
.th	.th
Kevin Rudd	Kevin Rudd
Giurtelecu Şimleului	Giurtelecu Șimleului
.cx	.cx
.sc	.sc
.gu	.gu
Sarah Palin	Sarah Palin
.kn	.kn
.pg	.pg
.sz	.sz
.pk	.pk
.ng	.ng
.tl	.tl
.gs	.gs
.ne	.ne
.tz	.tz
.py	.py
.tn	.tn
Buwaya	Egentlige krokodiller
Yungib ng Thien Duong	Thien Duong
Ingkisisyon	Inkvisisjonen
Basco, Batanes	Basco
Eratostenes	Eratosthenes
Seguro	Forsikring
Juanes	Juanes
110 BK	110 f.Kr.
Yunnan	Yunnan
Cincinnati, Ohio	Cincinnati
Omaha, Nebraska	Omaha
Biseksuwalidad	Bifili
Clint Eastwood	Clint Eastwood
Burgenland	Burgenland
Epikurus	Epikur
106 BK	106 f.Kr.
Organisasyon	Organisasjon
Poaceae	Grasfamilien
480 BC	480 f.Kr.
Paro ng Alehandriya	Fyrtårnet på Faros ved Alexandria
Ingrid Bergman	Ingrid Bergman
Morpema	Morfem
Sophia Loren	Sophia Loren
Polinomial	Polynom
Abot-tanaw	Horisont
Tundra	Tundra
Mga kasakupang pederal ng Rusya	Russlands føderale enheter
Morabya	Mähren
The Jackson 5	The Jackson 5
Charles, Prinsipe ng Wales	Charles, prins av Wales
331 BC	331 f.Kr.
Talmud	Talmud
Sultan	Sultan
Villeneuve-d’Ascq	Villeneuve-d'Ascq
Pulo ng Wake	Wake Island
Time	Time (magasin)
Fresno, California	Fresno
Malcolm X	Malcolm X
200 BC	200 f.Kr.
Salzburg (estado)	Salzburg (delstat)
Pompeya	Pompeii
Basalto	Basalt
Awiting-bayan	Folkemusikk
Rumi	Rumi
Aristophanes	Aristofanes
Harry Potter and the Philosopher's Stone	Harry Potter og de vises stein
CBS	CBS
Plymouth	Plymouth
Robert Boyle	Robert Boyle
San Andres	Apostelen Andreas
Shandong	Shandong
Labindalawang alagad	Jesu apostler
Pang-aabusong seksuwal	Seksuelt overgrep
Richmond, Virginia	Richmond (Virginia)
Esopo	Æsop
322 BC	322 f.Kr.
336 BC	336 f.Kr.
Justin Timberlake	Justin Timberlake
Perlas	Perle
Alupihan	Skolopendere
Creative Commons	Creative Commons
Ivana, Batanes	Ivana
Etnolohiya	Etnologi
Ferdowsi	Firdausi
Indotsina	Indokina
Bisig	Arm
Angkor Wat	Angkor Vat
Derby	Derby (Derbyshire)
Amedeo Avogadro	Amedeo Avogadro
Likas na pagpili	Naturlig seleksjon
Balon	Brønn
Dumagat (ibon)	Falker
Desiderius Erasmus	Erasmus
Zoo	Dyrehage
Dodo (ibon)	Dronte
Oseanograpiya	Oseanografi
Antonie van Leeuwenhoek	Anton van Leeuwenhoek
Nakaupong Toro	Sitting Bull
Bubog	Krystall
.mo	.mo
Felis silvestris	Villkatt
.np	.np
.ms	.ms
.rw	.rw
Mateo ang Ebanghelista	Evangelisten Matteus
Odin	Odin
Momya	Mumie
Trochilidae	Kolibrier
Mac OS	Mac OS
Monopolyo	Monopol
Apteryx	Kivier
Hidrokarburo	Hydrokarbon
Louisville, Kentaki	Louisville
Tomas ang Alagad	Apostelen Tomas
.me	.me
Felipe ang Alagad	Apostelen Filip
Henan	Henan
Ambrosio	Ambrosius av Milano
Lalawigan ng Bursa	Bursa (provins)
Jean Reno	Jean Reno
Pederasyon	Føderasjon
Juan Crisostomo	Johannes Khrysostomos
Papa Pio IX	Pius IX
Benjamin Netanyahu	Benjamin Netanyahu
León XII	Leo XII
Papa Gregorio XVI	Gregor XVI
Yasunari Kawabata	Yasunari Kawabata
Papa Pio X	Pius X
Lalawigan ng Artvin	Artvin (provins)
Kilay	Øyenbryn
.mv	.mv
.sd	.sd
.sl	.sl
.st	.st
Lindol sa Hayti noong 2010	Jordskjelvet i Haiti 2010
Madison, Wisconsin	Madison (Wisconsin)
Pabo	Kalkuner
Pusod	Navle
Imbertebrado	Virvelløse dyr
Pasaporte	Pass
.hm	.hm
.tw	.tw
.sb	.sb
Eddie Murphy	Eddie Murphy
.ky	.ky
.mp	.mp
.ps	.ps
.pf	.pf
Salem, Oregon	Salem (Oregon)
Papa Leon XIII	Leo XIII
Lalawigan ng Adıyaman	Adıyaman (provins)
Liaoning	Liaoning
Guillermo ng Ockham	William av Ockham
Azawad	Azawad
Hamid Karzai	Hamid Karzai
Hudas ang Alagad	Judas Taddeus
Leon I Magno	Leo I (pave)
Rodrigo Díaz de Vivar	El Cid
Jan Hus	Jan Hus
Bartolome ang Alagad	Apostelen Bartolomeus
Trangkasong pang-ibon	Fugleinfluensa
Grigori Rasputin	Grigorij Rasputin
Santiago, anak ni Zebedeo	Apostelen Jakob
Gregorio ng Nazianzus	Gregor av Nazianz
San Matias	Apostelen Mattias
Atanasio	Athanasius av Alexandria
Awitin ng mga Aleman	Deutschlandlied
Santiago, anak ni Alfeo	Apostelen Jakob, sønn av Alfeus
384 BC	384 f.Kr.
264 BC	264 f.Kr.
Reese Witherspoon	Reese Witherspoon
185 BC	185 f.Kr.
Yuri Andropov	Jurij Andropov
Jessica Alba	Jessica Alba
.pw	.pw
169 BC	169 f.Kr.
119 BC	119 f.Kr.
195 BC	195 f.Kr.
115 BC	115 f.Kr.
120 BC	120 f.Kr.
Sirwelas	Plomme
István Sándorfi	István Sándorfi
Serbidor	Tjener
Dagat Puti	Kvitsjøen
David Bautista	Dave Bautista
156 BC	156 f.Kr.
129 BC	129 f.Kr.
Maximilien de Robespierre	Maximilien de Robespierre
Cronus	Kronos
Sean Penn	Sean Penn
104 BC	104 f.Kr.
Leonidas I	Leonidas I
Lalawigan ng San Juan (Arhentina)	San Juan (Argentina)
Jeronimo	Hieronymus
139 BC	139 f.Kr.
Basilio ng Caesarea	Basilios den store
122 BC	122 f.Kr.
Ha Ji Won	Ha Ji-won
Benito ng Nursia	Benedikt av Nursia
206 BC	206 f.Kr.
Oliver Cromwell	Oliver Cromwell
Ignacio ng Loyola	Ignatius av Loyola
323 BC	323 f.Kr.
Koyote	Prærieulv
Nagorno-Karabah	Nagorno-Karabakh
Jihad	Jihad
203 BC	203 f.Kr.
Ontolohiya	Ontologi
Alamat	Legende
102 BC	102 f.Kr.
Tsar	Tsar
Fermion	Fermion
Valentina Tereshkova	Valentina Teresjkova
Cameron Diaz	Cameron Diaz
Hephaistos	Hefaistos
Leontios	Leontios
Dario I ng Persiya	Dareios I av Persia
Cayenne	Cayenne
Teokrasya	Teokrati
Hans Christian Ørsted	Hans Christian Ørsted
Kurbata	Slips
Kawing na kimikal	Kjemisk binding
John Cena	John Cena
Dan Castellaneta	Dan Castellaneta
Fabaceae	Erteblomstfamilien
Randy Orton	Randy Orton
Kurt Angle	Kurt Angle
Teoriya ng laro	Spillteori
