აფრიკა	Afrika
მეორეულპირიანები	Deuterostomier
მატილდა (ინგლისი)	Maud av England
ალექსანდრე ვასილევსკი	Aleksandr Vasilevskij
The Dark Side of the Moon	The Dark Side of the Moon
ფრანკონია	Franken
მარკო მარინი	Marko Marin
სიგნალ იდუნა პარკი	Signal Iduna Park
ნორვეგიის ოპერაცია	Angrepet på Norge i 1940
ჯინ ჰეკმენი	Gene Hackman
მარტინ დემიკელისი	Martín Demichelis
ჰაინრიხ VI (სრი)	Henrik VI av Det tysk-romerske rike
ფელტინს არენა	Veltins-Arena
ფრიდრიხ III (სრი)	Fredrik III av Det tysk-romerske rike
თეირანის კონფერენცია	Teherankonferansen i 1943
ჩრდილოეთ გერმანიის კავშირი	Det nordtyske forbund
სირინოზი	Sirene (mytologi)
ვესტფალიის ზავი	Freden i Westfalen
აქადი	Akkad
ლაიფციგის ბრძოლა	Folkeslaget ved Leipzig
ჯენესისი	Genesis
არდენის ოპერაცია (1945)	Ardenneroffensiven
იაკუბ ბლაშჩიკოვსკი	Jakub Błaszczykowski
მულენ რუჟი	Moulin Rouge
კევინ-პრინს ბოატენგი	Kevin-Prince Boateng
ალექსი II (მოსკოვის პატრიარქი)	Aleksij II
ვენერას დაბადება (ბოტიჩელი)	Venus' fødsel
ოპერაცია ბაგრატიონი	Operasjon Bagration
ფრანც I შტეფანი	Frans I Stefan av Det tysk-romerske rike
ელიზა ბონაპარტი	Elisa Bonaparte
ჟერომ ბონაპარტი	Jérôme Bonaparte
ოტო III	Otto III av Det tysk-romerske rike
ჰენრი მური	Henry Moore
ლუსიენ ბონაპარტი	Lucien Bonaparte
The Wall	The Wall
შარლ მამაცი	Karl I av Burgund
ისლანდიის ისტორია	Islands historie
ანასტასია რომანოვა	Anastasia Nikolajevna av Russland
ჩოლა	Chola-dynastiet
ხუან გრი	Juan Gris
თამარი (ცთომილი)	326 Tamara
იოაჰიმ მიურატი	Joachim Murat
უსტაშები	Ustasja
პოტსდამის კონფერენცია	Potsdamkonferansen
დახაუს საკონცენტრაციო ბანაკი	Dachau konsentrasjonsleir
ვეფხვი (ტანკი)	Panzer VI
ენი ლენოქსი	Annie Lennox
Westlife	Westlife
რობერტ ლევანდოვსკი	Robert Lewandowski
ჰოლგერ ბადშტუბერი	Holger Badstuber
ვაირა ვიკე-ფრეიბერგა	Vaira Vīķe-Freiberga
კრისტიან IX	Christian IX av Danmark
ფრედერიკ IX	Frederik IX av Danmark
ლეოპოლდ II (სრი)	Leopold II av Det tysk-romerske rike
სანსუსის სასახლე	Sanssouci
საფრანგეთის კამპანია	Slaget om Frankrike
ბერლინის ბლოკადა	Berlinblokaden
ვიდკუნ ქუისლინგი	Vidkun Quisling
ოლიმპიაშტადიონი (ბერლინი)	Olympiastadion (Berlin)
Eurofighter Typhoon	Eurofighter Typhoon
ანტონიუ დი სალაზარი	António de Oliveira Salazar
ჯორჯ მარშალი	George Marshall
ბერლინის კონგრესი	Berlin-kongressen
მონსერატ კაბალიე	Montserrat Caballé
ოტო IV ბრაუნშვაიგელი	Otto IV av Det tysk-romerske rike
ერთიანი რუსეთი	Forent Russland
Panzer III	Panzer III
სფინქსი (მითოლოგია)	Sfinks
მეჰმედ V	Mehmet V
აბდულაზიზი	Abdülâziz
იბნ საუდი	Ibn Saud av Saudi-Arabia
ნოვგოროდის რესპუბლიკა	Republikken Novgorod
ვარტბურგის ციხესიმაგრე	Wartburg
ალექსანდრე კალდერი	Alexander Calder
მეტროპოლისი (1927 წლის ფილმი)	Metropolis (film)
ჩრდილოეთის ომი	Den store nordiske krig
გერმანიის კავშირი	Det tyske forbund
Ace of Base	Ace of Base
Death Magnetic	Death Magnetic
როი ლიხტენშტეინი	Roy Lichtenstein
ჰიალმარ შახტი	Hjalmar Schacht
კრიგსმარინე	Kriegsmarine
ჰაინრიხ V (სრი)	Henrik V av Det tysk-romerske rike
ნიკოლაუს სტენო	Niels Stensen
სულეიმან დემირელი	Süleyman Demirel
კარლ შინკელი	Karl Friedrich Schinkel
ივანე VI	Ivan VI av Russland
პეტრე III	Peter III av Russland
ციპი ლივნი	Tzipi Livni
პიტ მონდრიანი	Piet Mondrian
სემერხეტი	Semerkhet
ედუარდ კოკოითი	Eduard Kokojty
ფრედერიკ დე კლერკი	Frederik Willem de Klerk
სარა ბრაიტმანი	Sarah Brightman
კაა	Qa'a
ლუი ფერდინან სელინი	Louis-Ferdinand Céline
დენი (ფარაონი)	Den
ფრიდრიხ I (პრუსია)	Fredrik I av Preussen
Celebration Day (ფილმი)	Celebration Day
ჯეტი	Djet
მელანი სი	Melanie Chisholm
ჩილეს მიწისძვრა (2010)	Jordskjelvet i Chile 2010
ფრიდენსრაიხ ჰუნდერტვასერი	Friedensreich Hundertwasser
ალესანდრა ამბროსიო	Alessandra Ambrosio
ლენინგრადის ბლოკადა	Beleiringen av Leningrad
ადრიანა ლიმა	Adriana Lima
კარლო ბუონაპარტე	Carlo Buonaparte
ანა პავლოვა	Anna Pavlova
ფერნანდო ლუგო	Fernando Lugo
არიანა გრანდე	Ariana Grande
რაიხსტაგის შენობა	Riksdagsbygningen i Berlin
პერსონაჟი (ფილმი)	Stranger Than Fiction
ფულის გათეთრება	Hvitvasking
ბენედიქტე I	Benedikt I
კაზინო როიალი (2006 წლის ფილმი)	Casino Royale (2006)
პელაგიუს II	Pelagius II
იენს იაკობ ბერცელიუსი	Jöns Jakob Berzelius
ტიბერია	Tiberias
ედუარდ შევარდნაძე	Eduard Sjevardnadse
ირენა სენდლერი	Irena Sendler
