Āfrika	Afrika
Siņdzjana	Xinjiang
Albukerke	Albuquerque
Jaunais gads	Nyttår
Ketrina Bigelova	Kathryn Bigelow
Santodomingo	Santo Domingo
Tekiškjaka	Tequixquiac
Uliss Grānts	Ulysses S. Grant
Elizabete Teilore	Elizabeth Taylor
Oklahomasitija	Oklahoma City
Luksemburga (nozīmju atdalīšana)	Luxembourg (andre betydninger)
Province	Provins
Papaija	Papaya
Trīsdimensiju telpa	Tredimensjonal
Brisbena	Brisbane
Ēriks Hobsbaums	Eric Hobsbawm
Ptolemajs	Klaudios Ptolemaios
Vitamīni	Vitamin
Bendžamins Franklins	Benjamin Franklin
D. H. Lorenss	D.H. Lawrence
Aizeks Azimovs	Isaac Asimov
Tora	Tora
Azovas jūra	Azovhavet
1970. gadi	1970-årene
2000. gadi	2000-årene
Austrumu Pareizticīgā baznīca	Den ortodokse kirke
Viljams Makinlijs	William McKinley
Karpu dzimta	Karpefamilien
Agata Kristi	Agatha Christie
ASV prezidentu uzskaitījums	Liste over USAs presidenter
Dienviddžordžija un Dienvidsendviču Salas	Sør-Georgia og Sør-Sandwichøyene
Galvaspilsētu uzskaitījums	Liste over hovedsteder etter land
Paruna	Ordspråk
Noemi	Noemi
Tīmekļa vietne	Nettsted
Katalauna	Catalão
Vilhelms Rentgens	Wilhelm Conrad Röntgen
Tomass Pinčons	Thomas Pynchon
Odiseja	Odysseen
Grovers Klīvlends	Grover Cleveland
Kuveita (pilsēta)	Kuwait (by)
Spogulis	Speil
Džou dinastija	Zhou-dynastiet
Ido	Ido
Senpersu valoda	Gammelpersisk
Sātans	Satan
Herberts Hūvers	Herbert Hoover
Etimoloģija	Etymologi
Puma	Puma
44. gads p.m.ē.	44 f.Kr.
Jehovas liecinieki	Jehovas vitner
Metafizika	Metafysikk
Vorens Hārdings	Warren G. Harding
Ņikita Hruščovs	Nikita Khrusjtsjov
Arābi	Arabere
Breds Pits	Brad Pitt
WWE	World Wrestling Entertainment
Titikakas ezers	Titicacasjøen
Ebliešu valoda	Eblaittisk
Šumera	Sumer
Marmora jūra	Marmarahavet
Kolombo	Colombo
Fonētika	Fonetikk
Dzimta (bioloģija)	Familie (biologi)
Bislama	Bislama
Logs	Vindu
AT&T	AT&T
Medīna	Medina
Almati	Almaty
Sengrieķu valoda	Gammelgresk
Česters Arturs	Chester A. Arthur
Baznīcslāvu valoda	Gammelkirkeslavisk
Afrodīte	Afrodite
Senprūšu valoda	Gammelprøyssisk
Sennorvēģu valoda	Norrønt (språk)
Ala	Grotte
Alnis	Elg
Akadiešu valoda	Akkadisk
Baltais nams	Det hvite hus
Policija	Politi
Pols Sezans	Paul Cézanne
Volisa un Futuna	Wallis- og Futunaøyene
Tatāri	Tatarer
UEFA	UEFA
Hokaido	Hokkaido
Tigra	Tigris
Urāli	Uralfjellene
Jātvingu valoda	Jotvingisk
Arturs Konans Doils	Arthur Conan Doyle
Spānijas futbola čempionāta Otrā divīzija	Segunda División
Ingvers	Ingefær
Nobela miera prēmija	Nobels fredspris
Viljams Tāfts	William Howard Taft
ASV administratīvais iedalījums	USAs delstater
Ledājs	Isbre
Pitkērna	Pitcairnøyene
Lada (auto)	Lada
Bendžamins Herisons	Benjamin Harrison
Raterfords Heiss	Rutherford B. Hayes
Jaguārs	Jaguar
Konrāds Blohs	Konrad Emil Bloch
1930. gadi	1930-årene
Dienvidaustrālija	Sør-Australia
Gotu valoda	Gotisk (språk)
1960. gadi	1960-årene
1920. gadi	1920-årene
Parlaments	Parlament
Matērija	Materie
Eseja	Essay
Osaka	Osaka
Safari (pārlūkprogramma)	Safari (nettleser)
Boisisitija	Boise
Beida	Al Bayda
Kembridžas universitāte	University of Cambridge
Izpildvara	Utøvende makt
Benedikts Spinoza	Baruch de Spinoza
Klepus	Hoste
Malka	Ved
Zaratustra	Zarathustra
Brāļi Raiti	Brødrene Wright
Laplata (upe)	Río de la Plata
Miegs	Søvn
Hektārs	Hektar
Kristības	Dåp
Inflācija	Inflasjon
Bronhiālā astma	Astma
Laiva	Båt
Humors	Humor
Masas—enerģijas proporcionalitāte	Masseenergiloven
Gvaranu valoda	Guaraní (språk)
Arāla jūra	Aralsjøen
Lamborghini	Lamborghini
Omārs Haijams	Omar Khayyām
Land Rover	Land Rover
Emmija Rosama	Emmy Rossum
Bambusi	Bambus
Kongo	Kongo
Ligier	Ligier
Sanpaulu @@@u0026Corinthians Paulista"	Sport Club Corinthians Paulista
Interlingva	Interlingua
Polinēzija	Polynesia
Ledus laikmets 4: Kontinentu dreifs	Istid 4: Kontinenter på avveie
Bosfors	Bosporos
Ķelti	Keltere
Matra (uzņēmums)	Matra
Estētika	Estetikk
Mazda	Mazda
Izmira	Izmir
Kokosu (Kīlinga) Salas	Kokosøyene
Mercedes-Benz	Mercedes-Benz
Ho Ši Mins	Hồ Chí Minh
Kelvins Kūlidžs	Calvin Coolidge
Mitsubishi Motors	Mitsubishi Motors Corporation
Ļvova	Lviv
Vītoli	Vierslekten
Kvīnslenda	Queensland
Mineapolisa	Minneapolis
Koala	Koala
Čārlzs Bronsons	Charles Bronson
Muhameds Ali	Muhammad Ali
Kalimantāna	Borneo
Gibraltāra šaurums	Gibraltarstredet
Augsne	Jord
Dūmakainais leopards	Treleopard
Bejonse Noulza	Beyoncé Knowles
Koptu valoda	Koptisk
Lebrons Džeimss	LeBron James
Kopa	Mengde
Bridžtauna	Bridgetown
Karloss II	Karl II av Spania
Thaņhoa	Thanh Hoa
Rakstnieks	Skribent
Brems Stokers	Bram Stoker
Folklora	Folkeminne
Ladino	Jødespansk
Siligo	Siligo
2011. gada Japānas zemestrīce	Jordskjelvet ved Tōhoku 2011
Puertomonta	Puerto Montt
Marks Cukerbergs	Mark Zuckerberg
Vietniekvārds	Pronomen
Vāclavs Havels	Václav Havel
Karloss III	Karl III av Spania
Malajālama	Malayalam
Patskanis	Vokal
Garums	Lengde
Apija	Apia
Sentdžonsa (Antigva un Barbuda)	Saint John's
Brižita Bardo	Brigitte Bardot
Biogrāfija	Biografi
Māršaliešu valoda	Marshallesisk
Rozo	Roseau
Zīda ceļš	Silkeveien
1950. gadi	1950-årene
Anna Hetaveja	Anne Hathaway
Taless	Thales
Kalgari	Calgary
Džeina Ostina	Jane Austen
Džordano Bruno	Giordano Bruno
Igvasu ūdenskritums	Iguazúfallene
Brūnais lācis	Brunbjørn
Sapnis	Drøm
Hammurapi	Hammurabi
Kurdu valoda	Kurdisk
Fribūra	Fribourg
Jezuīti	Jesuittordenen
Mesapiešu valoda	Messapisk
Lotārs Mateuss	Lothar Matthäus
Tekvondo	Taekwondo
Moldāvu valoda	Moldovsk
Žurkas	Rotter
Pusnakts	Midnatt
Aberdīna	Aberdeen
Neolīts	Neolittisk tid
Portu	Porto
Politoloģija	Statsvitenskap
Katrīna II Lielā	Katarina II av Russland
Maoru valoda	Maorisk
Hanibāls Barka	Hannibal
Milti	Mel
Ģeogrāfiskais garums	Lengdegrad
Karalis Lauva	Løvenes konge
Saiklis	Konjunksjon
Guljelmo Markoni	Guglielmo Marconi
Sēļu valoda	Selisk
Jons	Ion
Tūkstošgade	Millennium
Jaungrieķu valoda	Nygresk
Frānsiss Dreiks	Francis Drake
Autoritatīvā vadība	Autoritetsdata
Portmorsbi	Port Moresby
Ķīmiska reakcija	Kjemisk reaksjon
.ru	.ru
.ad	.ad
Pitkērniešu valoda	Pitkairnsk
Āfrikas savannas zilonis	Afrikansk savanneelefant
1940. gadi	1940-årene
1900. gadi	1900-årene
1910. gadi	1910-årene
Vladimirs Nabokovs	Vladimir Nabokov
Hāga	Haag
Kārta	Orden (biologi)
Gorillas	Gorilla
Tiho Brahe	Tycho Brahe
Prostitūcija	Prostitusjon
Benče	Bến Tre
Korka	Cork
Tēlotāja māksla	Billedkunst
Henriks Ibsens	Henrik Ibsen
Vasaras laiks	Sommertid
Rietumkrasts	Vestbredden
Viktorija (Austrālija)	Victoria (Australia)
Džuani	Zhuang (folk)
Dienvidslāvija	Jugoslavia
Mamuti	Mammuter
Atila	Attila
Pāli valoda	Pali
Osmaņu turku valoda	Osmantyrkisk
Valsts (bioloģija)	Rike (biologi)
Novial	Novial
Auna Sana Su Či	Aung San Suu Kyi
Rapanujiešu valoda	Rapanui
Amerikas pamatiedzīvotāji	Amerikanske urfolk og stammefolk
Alus pučs	Ølkjellerkuppet
Sīnāja pussala	Sinaihalvøya
Kristāla nakts	Krystallnatten
Jāņa evaņģēlijs	Evangeliet etter Johannes
Roberts Patinsons	Robert Pattinson
Tīmekļa lappuse	Nettside
Taivāniešu dialekts	Taiwansk
Francijas reģioni	Frankrikes regioner
Isindebele	Sørndebele
Durvis	Dør
Eazy-E	Eazy-E
Arankona	Arancón
Četrstūris	Firkant
Princis Viljams, Kembridžas hercogs	William av Cambridge
Tokelau	Tokelau
Komponists	Komponist
UCI Continental Circuits	Kontinentaltourene i landeveissykling
Rianna	Rihanna
2007. gada Pasaules čempionāts šosejas riteņbraukšanā	VM i landeveissykling 2007
Cūku gripa	Svineinfluensa
Nags	Negl
Dzimtā valoda	Morsmål
Alpīnisms	Alpinklatring
SC Bern	SC Bern
HC Davos	HC Davos
Klotenes @@@u0026Flyers"	Kloten Flyers
Ozons	Ozon
Zalcburgas @@@u0026Red Bull@@@u0026 (hokejs)	EC Red Bull Salzburg
Salvadora (pilsēta)	Salvador
Roberts De Niro	Robert De Niro
Lepra	Spedalskhet
Medniecība	Jakt
Ante Paveličs	Ante Pavelić
2008. gada Pasaules čempionāts šosejas riteņbraukšanā	VM i landeveissykling 2008
Džekijs Čans	Jackie Chan
12 (skaitlis)	12 (tall)
Volapiks	Volapük
Pardubice	Pardubice
Toširo Mifune	Toshiro Mifune
Rauma	Raumo
Seja	Ansikt
Serbija un Melnkalne	Serbia og Montenegro
Tomass Manns	Thomas Mann
Vispasaules Tīmekļa konsorcijs	World Wide Web Consortium
Reklāma	Reklame
Bafina jūra	Baffinbukta
Talahasī	Tallahassee
Iezīmēšanas valoda	Markeringsspråk
Neatkarība	Uavhengighet
Taimira	Tajmyrhalvøya
Žuze Saramagu	José Saramago
Aleksandrs Flemings	Alexander Fleming
Bismarka	Bismarck (Nord-Dakota)
Romantisms	Romantikken
Popmūzika	Popmusikk
Nagla	Spiker
Toms Krūzs	Tom Cruise
Olīvkoks	Oliven
Zālamans	Salomo
Trīsvienība	Den hellige treenighet
Yahoo!	Yahoo!
30. februāris	30. februar
Oklenda	Auckland
Florence Naitingeila	Florence Nightingale
Taisne	Linje
Faraons	Farao
AK-47	AK-47
Atēna	Athene
Metāns	Metan
Mariupole	Mariupol
Frīdrihs Vilhelms III Hohencollerns	Fredrik Vilhelm III av Preussen
11 (skaitlis)	11 (tall)
13 (skaitlis)	13 (tall)
Lielais astotnieks	G8
Atoma kodols	Atomkjerne
Lana Del Rey	Lana Del Rey
Suņdzi	Sunzi
Avokado	Avokado
IBM	International Business Machines
Starbucks	Starbucks
Deivids Hjūms	David Hume
.fi	.fi
Vilnis	Bølge
Džonijs Deps	Johnny Depp
Indoeiropiešu pirmvaloda	Urindoeuropeisk
Luizs Inasiu Lula da Silva	Luiz Inácio Lula da Silva
Eritrocīti	Rød blodcelle
Roberts Kohs	Robert Koch
Heopsa piramīda	Kheopspyramiden
Medusbišu apakšdzimta	Apinae
Sinda	Sind (Pakistan)
Lemurveidīgie	Lemurer
Diametrs	Diameter
Skolotājs	Lærer
Centrālā izlūkošanas pārvalde	Central Intelligence Agency
.ae	.ae
.am	.am
.de	.de
Rakstīšana	Skriving
.fr	.fr
Jānis Pāvils I	Johannes Paul I
2006. gada FIFA Pasaules kauss	VM i fotball 2006
Rāmājana	Ramayana
Svētais Gars	Den Hellige Ånd
Internet Movie Database	Internet Movie Database
Klīvlenda	Cleveland
Semjuels Bekets	Samuel Beckett
Ļubļina	Lublin
Apollons	Apollon
Dalailama	Dalai Lama
Džons Maikls Talbots	John Michael Talbot
Akrotiri un Dekelija	Akrotiri og Dekelia
Klauss Ebners	Klaus Ebner
Arara	Arara
Zemesrieksts	Peanøtt
Frānsiss Bēkons	Francis Bacon
Melanēzija	Melanesia
Nepjido	Naypyidaw
.af	.af
100 (skaitlis)	100 (tall)
.au	.au
Ceļa locītava	Kne
ISO 4217	ISO 4217
Sintakse	Syntaks
Pasta indekss	Postnummer
Aprikozes	Aprikos
Nikola Kidmena	Nicole Kidman
Pjērs Kirī	Pierre Curie
ANO Drošības padome	FNs sikkerhetsråd
Migla	Tåke
Eposs	Epos
Jonijas jūra	Det joniske hav
Brilles	Briller
Sērkociņš	Fyrstikk
Klase (bioloģija)	Klasse (biologi)
Glikoze	Glukose
.cz	.cz
.ag	.ag
Astrofizika	Astrofysikk
Daudzstūris	Polygon
Donatello	Donatello
Džeksons Poloks	Jackson Pollock
Žans Kalvins	Jean Calvin
Valentīna diena	Valentinsdagen
Viljams I Iekarotājs	Vilhelm I av England
Krusa	Hagl
Dāvids Ben Gurions	David Ben-Gurion
Lučāno Pavaroti	Luciano Pavarotti
Tomass Hobss	Thomas Hobbes
Mila Kūnisa	Mila Kunis
Apriņķojuma periods	Omløpstid
Līča karš	Gulfkrigen
Somma	Somme (elv)
Tirgus	Marked
Dienvidķīnas jūra	Sørkinahavet
Zīds	Silke
Hameleoni	Kameleoner
Pols Gogēns	Paul Gauguin
Blumfonteina	Bloemfontein
Haiku	Haiku
.at	.at
Basets	Basset hound
Armija	Hær
Osmāns Ibn Afāns	Uthman ibn Affan
Demogrāfija	Demografi
Ziemeļkaukāzs	Nord-Kaukasus
Feodālisms	Føydalisme
Hromosoma	Kromosom
Sakausējums	Legering
Tomass Stērnss Eliots	T.S. Eliot
Bezansona	Besançon
Šarlotes tīkls (1973)	Charlottes tryllevev (1973)
Sinttreidena	Sint-Truiden
Belci	Bălți
Vila	Port Vila
Ekosistēma	Økosystem
Oklendas ģimnāzija	Auckland Grammar School
Ledusskapis	Kjøleskap
Milvoki	Milwaukee
Altajiešu valodas	Altaiske språk
Baroks	Barokken
Azavaks	Azawakh
.us	.us
Krievu kurts	Borzoi
Aļģes	Alge
Natālija Portmane	Natalie Portman
.es	.es
Ķīnas cekulainais suns	Chinese crested
.gr	.gr
Jūras šaurums	Sund
.pl	.pl
.uk	.uk
Spāņu kurts	Spansk galgo
Nobela prēmija literatūrā	Nobelprisen i litteratur
Dirhaunds	Skotsk hjortehund
Pastmarka	Frimerke
Batāte	Søtpotet
Masiela Lūša	Masiela Lusha
Saporo	Sapporo
Dzeltenā jūra	Gulehavet
Gregors Mendelis	Gregor Mendel
Akihito	Akihito av Japan
Karintija	Kärnten
Jangona	Yangôn
Hēra	Hera
Sentluisa	St. Louis
Līdzskanis	Konsonant
Herta Millere	Herta Müller
Gallija	Gallia
Amerikāņu kokerspaniels	Amerikansk cocker spaniel
Eksistenciālisms	Eksistensialisme
McDonald's	McDonald’s
Lūiss Kerols	Lewis Carroll
Paraiba	Paraíba
Galapagu salas	Galápagosøyene
Nobela prēmija fizikā	Nobelprisen i fysikk
Daiļslidošana	Kunstløp
Leonardo Di Kaprio	Leonardo DiCaprio
Denjels Redklifs	Daniel Radcliffe
Tautu Savienība	Folkeforbundet
Marselu	Marcelo Vieira
Samuraji	Samurai
Artūrs Šopenhauers	Arthur Schopenhauer
Helēna Kellere	Helen Keller
Džordžs Lūkass	George Lucas
Nagasaki	Nagasaki
Frankfurtes @@@u0026Eintracht"	Eintracht Frankfurt
Enya	Enya
Britu salas	De britiske øyer
Jokohama	Yokohama
.al	.al
.ar	.ar
Morfoloģija (valodniecība)	Morfologi (lingvistikk)
Marians Pahars	Marians Pahars
Aleksandrs Dimā (tēvs)	Alexandre Dumas
Tips (zooloģija)	Rekke (biologi)
Henrijs VIII Tjudors	Henrik VIII av England
Anžē	Angers
Viljams Folkners	William Faulkner
Autisms	Autisme
.az	.az
Ņūtona likumi	Newtons bevegelseslover
Kolumbija (Dienvidkarolīna)	Columbia (Sør-Carolina)
Romāno Prodi	Romano Prodi
Ksena: Karotāju Princese	Xena: Warrior Princess
Levrete	Italiensk mynde
Turku	Åbo
Miljons	Million
Neapoles mastifs	Napolitansk mastiff
Adana	Adana
Santafē	Santa Fe
São Paulo Futebol Clube	São Paulo Futebol Clube
14 (skaitlis)	14 (tall)
Dingo	Dingo
Dēvanāgarī	Devanagari
Arbūzs	Vannmelon
Īru vilku suns	Irsk ulvehund
Bengālijas līcis	Bengalbukta
Zeltainais retrīvers	Golden retriever
Kulinārija	Matlaging
Mopsis	Mops
15 (skaitlis)	15 (tall)
18 (skaitlis)	18 (tall)
Vējdzirnavas	Vindmølle
Labradoras retrīvers	Labrador retriever
Helina	Helena (Montana)
Bertolts Brehts	Bertolt Brecht
Rihtera skala	Richters skala
Biobio universitāte	Universitetet i Bio-Bio
Velsas korgijs pembroks	Welsh corgi pembroke
Staļingradas kauja	Slaget om Stalingrad
Hitlerjūgends	Hitlerjugend
Hamās	Hamas
Suva	Suva
Ruholla Homeinī	Ruhollah Khomeini
Šķirne	Hekking
Nukualofa	Nuku'alofa
Smagais metāls (mūzikas žanrs)	Heavy metal
Baziliks	Basilikum
Lāzers	Laser
Prūsija	Preussen
Tirēnu jūra	Tyrrenhavet
Olimpija	Olympia (Hellas)
Asuānas aizsprosts	Aswandammen
.cn	.cn
Universal Music Group	Universal Music Group
.ee	.ee
Pomaki	Pomakere
Romiešu skaitļi	Romertall
Ziņas	Nyhet
Drudzis	Feber
Teide	Teide
Starptautiskā sieviešu diena	Den internasjonale kvinnedagen
Veimārietis	Weimaraner
Šarpejs	Shar pei
Forarlberga	Vorarlberg
Miniatūrais pinčers	Dvergpinscher
Tautas attīstības indekss	HDI
.ao	.ao
Imperators	Keiser
.bg	.bg
Šaiena	Cheyenne
Pizas tornis	Det skjeve tårn i Pisa
Ziemeļu puslode	Nordlige halvkule
Canonical Ltd.	Canonical Ltd.
Mikroekonomika	Mikroøkonomi
100. gads p.m.ē.	100 f.Kr.
Juaņs	Kinesisk renminbi
Saluki	Saluki
Minasžeraisa	Minas Gerais
Līdsa	Leeds
Vipets	Whippet
.jp	.jp
.bd	.bd
.it	.it
Atvērtais pirmkods	Åpen kildekode
Harolds Aleksanders	Harold Alexander
Portofspeina	Port of Spain
Bohēmija	Böhmen
Džons Stainbeks	John Steinbeck
.in	.in
Trakumsērga	Rabies
Fudzi	Fuji-san
Ričards Fainmens	Richard Feynman
Klīstošais holandietis	«Den flygende hollender»
Redžeps Tajjips Erdogans	Recep Tayyip Erdoğan
Peles	Mus (slekt)
Entomoloģija	Entomologi
Sibīrijas haskijs	Sibirsk husky
Tilpums	Volum
Jorkšīras terjers	Yorkshireterrier
Oranžā krāsa	Oransje
Hercs	Hertz
.ie	.ie
Būdē	Bodø
Cirvis	Øks
Soči	Sotsji
Sirreālisms	Surrealisme
Ronaldinju	Ronaldinho
Ankoridža	Anchorage
Pols Pots	Pol Pot
Transilvānija	Transilvania
Emma Votsone	Emma Watson
Traktors	Traktor
Artemīda	Artemis
.dk	.dk
Para (Brazīlijas štats)	Pará
Gamāls Abdels Nāsers	Gamal Abdel Nasser
Bluetooth	Blåtann
.bb	.bb
Darbarīks	Verktøy
Spiediens	Trykk
Benzīns	Bensin
Bērbanka	Burbank
Maikls Felpss	Michael Phelps
Mitohondrijs	Mitokondrium
.ca	.ca
Garspalvainais kollijs	Collie
Georgs Hakls	Georg Hackl
Līcis	Bukt
Kristiāns Heigenss	Christiaan Huygens
Antuāns Lavuazjē	Antoine Lavoisier
Kapsēta	Gravlund
Alī Ibn Abū Tālibs	Ali ibn Abi Talib
Ziemeļbriedis	Rein
Ārsts	Lege
Nikolā Apērs	Nicolas Appert
Semantika	Semantikk
Eijafjadlajegidls	Eyjafjallajökull
.co	.co
.ba	.ba
Penelope Krusa	Penélope Cruz
Stounhendža	Stonehenge
.ch	.ch
Makroekonomika	Makroøkonomi
USA Today	USA Today
Alķīmija	Alkymi
Demoina	Des Moines
Bāka	Fyr
Glābējpeles	Bernard og Bianca
Baltijas valstis	Baltikum
Akonkagva	Aconcagua
Gazas josla	Gazastripen
.be	.be
Misiņš	Messing
Džeks Nikolsons	Jack Nicholson
Insulīns	Insulin
Mario Vargass Ljosa	Mario Vargas Llosa
Tirgzinība	Markedsføring
Ieleja	Dal
Tautas skaitīšana	Folketelling
Stīvens Kings	Stephen King
Mikroorganisms	Mikroorganisme
Ibn Rušds	Averroës
Radio Studio 54 Network	Radio Studio 54 Network
19 (skaitlis)	19 (tall)
Agreda	Ágreda
Bezdelīgu dzimta	Svaler
Vasarsvētki	Pinse
.by	.by
.fj	.fj
.cl	.cl
Saite (anatomija)	Leddbånd
.br	.br
.is	.is
.lt	.lt
.bz	.bz
.cg	.cg
Bikses	Bukse
Desmitgade	Tiår
Parastā mandele	Mandel
Pjērs Ogists Renuārs	Pierre-Auguste Renoir
Lūkas evaņģēlijs	Evangeliet etter Lukas
Vēdas	Vedaene
.pt	.pt
Džela	Gela
Nostradams	Nostradamus
Kannas	Cannes
.bh	.bh
.bt	.bt
Konsepsjonas province	Provincia de Concepción
Saules enerģija	Solenergi
Silvestrs Stallone	Sylvester Stallone
Riugrandi du Sula	Rio Grande do Sul
Ričards Linkleters	Richard Linklater
Amazonasa	Amazonas (Brasil)
Dzēriens	Drikke
Datorprogramma	Dataprogram
Jordāna	Jordan (elv)
Pludmale	Strand
Ķieģelis	Murstein
Vills Smits	Will Smith
Ažaksjo	Ajaccio
Elipse	Ellipse
Nadārs	Félix Nadar
17 (skaitlis)	17 (tall)
Seara	Ceará
Amapa	Amapá
Lava	Lava
Keita Kepšova	Kate Capshaw
Svira	Vektstang
Neandertālietis	Neandertalere
Skābais lietus	Sur nedbør
Dievišķā komēdija	Den guddommelige komedie
Hobārta	Hobart
Paleolīts	Paleolitikum
Viljams Batlers Jeitss	William Butler Yeats
Kosmosa kuģis	Romskip
Kārlis Bencs	Carl Benz
Vēlēšanas	Valg
Manausa	Manaus
Zelta Avenes balva	Golden Raspberry Awards
UEFA Kausu ieguvēju kauss	Cupvinnercupen
Maratons	Maraton
Antaljas ils	Antalya (provins)
16 (skaitlis)	16 (tall)
Šūnas kodols	Cellekjerne
Portualegri	Porto Alegre
Reizināšana	Multiplikasjon
Jaungvineja	Ny-Guinea
20 (skaitlis)	20 (tall)
Neparastie draugi	Todd og Copper: To gode venner
Apustuļu darbi	Apostlenes gjerninger
Lielā piektdiena	Langfredag
.md	.md
.ci	.ci
.an	.an
Advokāts	Advokat
Cietums	Fengsel
RB	RB
Sahāras Arābu Demokrātiskā Republika	Den saharawiske arabiske demokratiske republikk
.et	.et
.tv	.tv
.eg	.eg
Audi	Vev (biologi)
Jārls	Jarl
Impresionisms	Impresjonisme
.fm	.fm
Baija	Bahia
Albrehts Hohencollerns	Albrecht av Preussen
Bufalo	Buffalo
.se	.se
.ax	.ax
.cy	.cy
.il	.il
Associated Press	Associated Press
Džoana Kroforda	Joan Crawford
Slāvi	Slavere
Konstantīns Rokosovskis	Konstantin Rokossovskij
Romas pāvestu uzskaitījums	Liste over paver
Pervezs Mušarafs	Pervez Musharraf
Džims Kerijs	Jim Carrey
.bo	.bo
.bs	.bs
Džūlija Robertsa	Julia Roberts
Slāņmākoņi	Stratus
Džons Veins	John Wayne
Zodiaks	Dyrekretsen
Adanas ils	Adana (provins)
Somālijas pussala	Afrikas horn
Kalve	Smie
Sumo	Sumo
Slāņu gubumākoņi	Stratocumulus
Hīts Ledžers	Heath Ledger
Līza Džerārda	Lisa Gerrard
30 Seconds to Mars	Thirty Seconds to Mars
Komunistiskās partijas manifests	Det kommunistiske manifest
Eduārs Manē	Édouard Manet
Lielais hadronu pretkūļu paātrinātājs	Large Hadron Collider
Polārblāzma	Aurora polaris
Fosilijas	Fossil
.kz	.kz
.hu	.hu
Taklobana	Tacloban
Myspace	Myspace
Troposfēra	Troposfæren
Filoloģija	Filologi
Žitomiras apgabals	Zjytomyr oblast
Rejs Bredberijs	Ray Bradbury
Kristina Fernandesa de Kiršnere	Cristina Fernández de Kirchner
.ua	.ua
Jānis Kristītājs	Johannes Døperen
.cd	.cd
.ge	.ge
.ai	.ai
.cm	.cm
Paulinija	Paulínia
Dženifere Lopesa	Jennifer Lopez
Dilma Rusefa	Dilma Rousseff
Dēmetra	Demeter
Laikraksta @@@u0026Le Monde@@@u0026 100 gadsimta grāmatas	Århundrets 100 bøker ifølge Le Monde
Bursa	Bursa
Pīra	Pierre
Spalvu gubumākoņi	Cirrocumulus
Albertozaurs	Albertosaurus
Atņemšana	Subtraksjon
Mišels Nejs	Michel Ney
Sēkla	Frø
Konsuls (Roma)	Romersk konsul
Akri	Acre (Brasil)
Nikolajs II Romanovs	Nikolaj II av Russland
Sandra Buloka	Sandra Bullock
Krabji	Krabber
Apvienotās Karalistes himna	God Save the King/Queen
Suhumi	Sukhumi
Bengāzī	Benghazi
Ķirurģija	Kirurgi
Knuts Hamsuns	Knut Hamsun
Komēdija	Komedie
Tampere	Tammerfors
Krusts	Kors
Breda	Breda (Nederland)
Tenerife	Tenerife
Šķēres	Saks
Edvards Dženners	Edward Jenner
Dņepra	Dnepr
Dabasgāze	Naturgass
Marmors	Marmor
Orta mākonis	Oorts sky
Inde	Gift
Dorisa Lesinga	Doris Lessing
Caureja	Diaré
Kārsonsitija	Carson City (Nevada)
Alagoasa	Alagoas
Andamanu un Nikobaru Salas	Andamanene og Nikobarene
Anna Marija Jopeka	Anna Maria Jopek
Dambo	Dumbo
Nansī	Nancy
Arejs	Ares
Verners Heizenbergs	Werner Heisenberg
Virdžīnija Vulfa	Virginia Woolf
Frenks Sinatra	Frank Sinatra
Honiara	Honiara
Urīns	Urin
Nofretete	Nefertiti
Eva Perona	Eva Perón
PH	PH
Aishils	Aiskhylos
Pernambuku	Pernambuco
Daniels Defo	Daniel Defoe
Amerikas Savienoto Valstu Neatkarības karš	Den amerikanske uavhengighetskrigen
Lūgšana	Bønn
Aņhui	Anhui
Opel	Opel
Starptautiskā Olimpiskā komiteja	Den internasjonale olympiske komité
.cr	.cr
.mx	.mx
Skype	Skype
.bw	.bw
Porsche	Porsche
Valzirgs	Hvalross
Fonoloģija	Fonologi
.do	.do
.cu	.cu
.hr	.hr
.dj	.dj
.aq	.aq
.er	.er
.cv	.cv
.hn	.hn
.bm	.bm
.dm	.dm
.lk	.lk
.dz	.dz
Harolds Pinters	Harold Pinter
Krievijas rublis	Russisk rubel
.kh	.kh
Orangutani	Orangutang
Hezbollah	Hizbollah
Piere	Panne
Topīka	Topeka
.no	.no
Psalmi	Salmenes bok
Paulistas avēnija	Avenida Paulista
Rāms Nārājans	Ram Narayan
Meraija Kerija	Mariah Carey
Iekšējā Mongolija	Indre Mongolia
Sifiliss	Syfilis
Roli	Raleigh
.gg	.gg
Rasa	Dugg
.bj	.bj
.id	.id
.tr	.tr
.eu	.eu
.ht	.ht
Šizofrēnija	Schizofreni
.ec	.ec
Santakatarina	Santa Catarina (delstat)
Sarkanais laukums	Den røde plass
Kims Irsens	Kim Il-sung
Poseidons	Poseidon
Asīrija	Assyria
Džeina Fonda	Jane Fonda
Mārtins Skorsēze	Martin Scorsese
Svētā Jēkaba ceļš	Pilegrimsveien til Santiago de Compostela
